timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter,lat_x,lon_x,alt_x,alt_ellipsoid_x,delta_alt,eph_x,epv_x,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning,time_utc_usec,lat_y,lon_y,alt_y,alt_ellipsoid_y,s_variance_m_s,c_variance_rad,eph_y,epv_y,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,heading_offset,fix_type,vel_ned_valid,satellites_used,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading_y,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid,label
332828103,-0.2780938,-0.00413934,-0.0023170428,0.96054226,0.9999994,5.52e-10,-4.98e-10,0.0010790451,3,36.20480637,138.2529194,44.042625,86.13728,0,2.238235,4.3705316,43.951717,2,0,1.0,0,0,362048063.0,1382529197,49094.0,86190.0,0.24400002,1.7635145,1.0550001,1.6990001,0.71,1.2099999,105.0,35.0,0.010000001,0.010000001,-0.002,-0.021000002,0.0,0,3.0,1.0,14.0,36.2047881,138.2529164,2.0317216,0.27051362,0.21004981,-0.009997261,0.013038626,0,0.0073087243,-0.003492772,0.024354238,-0.0023234994,0.0045670727,-0.008237397,-0.022344075,-0.0061144014,-0.010478785,-0.010617748,-2.5779858,0.0021580907,44.252674,0.1,0.35439503,0.39106968,0.14061219,0.10417738,1.0,1,1.0,1,2,0,2,1,3,1,1,1.0,0
333003247,-0.2780938,-0.00413934,-0.0023170428,0.96054226,0.9999994,5.52e-10,-4.98e-10,0.0010790451,3,36.20480637,138.2529194,44.042625,86.13728,0,2.238235,4.3705316,43.951717,2,0,1.0,0,0,362048063.0,1382529197,49093.5,86189.5,0.24000002,1.763514575,1.054750075,1.6987501,0.71,1.2099999,105.0,35.0,0.010000001,0.00625000065,-0.0035,-0.0190000015,0.0,0,3.0,1.0,14.0,36.2047881,138.2529164,2.0317216,0.27051362,0.21004981,-0.009997261,0.013038626,0,0.0073087243,-0.003492772,0.024354238,-0.0023234994,0.0045670727,-0.008237397,-0.022344075,-0.0061144014,-0.010478785,-0.010617748,-2.5779858,0.0021580907,44.252674,0.1,0.35439503,0.39106968,0.14061219,0.10417738,1.0,1,1.0,1,2,0,2,1,3,1,1,1.0,0
333008246,-0.2780938,-0.00413934,-0.0023170428,0.96054226,0.9999994,5.52e-10,-4.98e-10,0.0010790451,3,36.20480637,138.2529194,44.042646,86.137305,0,2.2383005,4.3705613,43.9516085,2,0,1.0,0,0,362048063.0,1382529197,49093.0,86189.0,0.23600002,1.76351465,1.05450005,1.6985001,0.71,1.2099999,105.0,35.0,0.010000001,0.0025000003,-0.005,-0.017000001,0.0,0,3.0,1.0,14.0,36.2047881,138.2529164,2.0317267,0.27053128,0.21002795,-0.009997261,0.013038626,0,0.00732291115,-0.0035257538,0.0243069885,-0.0023564525,0.0045670727,-0.008237397,-0.022344075,0.0025697148,-0.0113592805,-0.00546536771,-2.5779791,0.0021580907,44.252674,0.1,0.354807955,0.3914029,0.140836005,0.10427106,1.0,1,1.0,1,2,0,2,1,3,1,1,1.0,0
333013247,-0.27809644,-0.0041385395,-0.0023159594,0.9605415,0.9999994,5.52e-10,-4.98e-10,0.0010790451,3,36.20480637,138.2529194,44.042667,86.13733,0,2.238366,4.370591,43.9515,2,0,1.0,0,0,362048063.0,1382529197,49092.5,86188.5,0.23200002,1.763514725,1.054250025,1.6982501,0.71,1.2099999,105.0,35.0,0.010000001,-0.00125000005,-0.0065,-0.0150000005,0.0,0,3.0,1.0,14.0,36.2047881,138.2529164,2.0317318,0.27054894,0.21000609,-0.009997261,0.013038626,0,0.007337098,-0.0035587356,0.024259739,-0.0023894056,0.0045670727,-0.008237397,-0.022344075,0.011253831,-0.012239776,-0.00031298742,-2.5779724,0.0021580907,44.252674,0.1,0.35522088,0.39173612,0.14105982,0.10436474,1.0,1,1.0,1,2,0,2,1,3,1,1,1.0,0
333022041,-0.27809775,-0.00413600095,-0.0023149225,0.9605411,0.9999994,5.52e-10,-4.98e-10,0.0010790451,3,36.20480637,138.2529194,44.047288,86.14289417,0,2.238302567,4.370582167,43.95617833,2,0,1.0,0,0,362048063.0,1382529197,49092.0,86188.0,0.22800002,1.7635148,1.054,1.6980001,0.71,1.2099999,105.0,35.0,0.010000001,-0.0050000004,-0.008,-0.013,0.0,0,3.0,1.0,14.0,36.2047881,138.2529164,2.031675867,0.27065738,0.2097003733,-0.009997261,0.013038626,0,0.007025042867,-0.0033469787,0.02330482167,-0.0034122204,0.0045670727,-0.008237397,-0.022344075,0.1809030207,-0.05829770733,-0.2024929149,-2.577947067,0.0021580907,44.252674,0.1,0.3525087,0.3909183733,0.1395848533,0.1038904867,1.0,1,1.0,1,2,0,2,1,3,1,1,1.0,0
333063237,-0.27809906,-0.0041334624,-0.0023138856,0.9605407,0.9999994,5.52e-10,-4.98e-10,0.0010790451,3,36.20480638,138.2529195,44.051909,86.14845833,0,2.238239133,4.370573333,43.96085667,2,0,1.0,0,0,362048063.3,1382529197,49095.0,86191.0,0.2242500175,1.763515225,1.05325,1.6980001,0.71,1.2099999,105.0,34.25,0.01425000075,0.0027499997,-0.00374999975,-0.01125,0.0,0,3.0,1.0,14.0,36.2047881,138.2529164,2.031619933,0.27076582,0.2093946567,-0.009997261,0.013038626,0,0.006712987733,-0.0031352218,0.02234990433,-0.0044350352,0.0045670727,-0.008237397,-0.022344075,0.3505522103,-0.1043556387,-0.4046728425,-2.577921733,0.0021580907,44.252674,0.1,0.34979652,0.3901006267,0.1381098867,0.1034162333,1.0,1,1.0,1,2,0,2,1,3,1,1,1.0,0
333113230,-0.27813303,-0.0041748555,-0.0023298466,0.9605307,0.9999994,5.52e-10,-4.98e-10,0.0010790451,3,36.20480638,138.2529195,44.05653,86.1540225,0,2.2381757,4.3705645,43.965535,2,0,1.0,0,0,362048063.5,1382529198,49098.0,86194.0,0.220500015,1.76351565,1.0525,1.6980001,0.71,1.2099999,105.0,33.5,0.0185000005,0.0104999998,0.0005000005,-0.0095,0.0,0,3.0,1.0,14.0,36.2047881,138.2529164,2.031564,0.27087426,0.20908894,-0.009997261,0.013038626,0,0.0064009326,-0.0029234649,0.021394987,-0.00545785,0.0045670727,-0.008237397,-0.022344075,0.5202014,-0.15041357,-0.60685277,-2.5778964,0.0021580907,44.252674,0.1,0.34708434,0.38928288,0.13663492,0.10294198,1.0,1,1.0,1,2,0,2,1,3,1,1,1.0,0
333163223,-0.2782509,-0.004146674,-0.0023195415,0.9604967,0.9999994,5.52e-10,-4.98e-10,0.0010790451,3,36.20480638,138.2529195,44.061151,86.15958667,0,2.238112267,4.370555667,43.97021333,2,0,1.0,0,0,362048063.8,1382529198,49101.0,86197.0,0.2167500125,1.763516075,1.05175,1.6980001,0.71,1.2099999,105.0,32.75,0.02275000025,0.0182499999,0.00475000075,-0.00775,0.0,0,3.0,1.0,14.0,36.2047881,138.2529164,2.032234433,0.2745704733,0.2001532433,-0.009997261,0.013038626,0,0.0066616094,-0.0006030992667,0.01662016077,-0.013180033,0.0045670727,-0.008237397,-0.022344075,0.49437948,0.04405245333,-0.73954188,-2.577802133,0.0021580907,44.252674,0.1,0.34899436,0.3899030533,0.1377865467,0.10331484,1.0,1,1.0,1,2,0,2,1,3,1,1,1.0,0
334034093,-0.27826023,-0.0038750527,-0.0023329026,0.960495075,0.9999994,5.52e-10,-4.98e-10,0.0010790451,3,36.20480639,138.2529195,44.065772,86.16515083,0,2.238048833,4.370546833,43.97489167,2,0,1.0,0,0,362048064.0,1382529198,49104.0,86200.0,0.21300001,1.7635165,1.051,1.6980001,0.71,1.2099999,105.0,32.0,0.027,0.026,0.009000001,-0.006,0.0,0,3.0,1.0,14.0,36.2047881,138.2529164,2.032904867,0.2782666867,0.1912175467,-0.009997261,0.013038626,0,0.0069222862,0.001717266367,0.01184533453,-0.020902216,0.0045670727,-0.008237397,-0.022344075,0.46855756,0.2385184767,-0.87223099,-2.577707867,0.0021580907,44.252674,0.1,0.35090438,0.3905232267,0.1389381733,0.1036877,1.0,1,1.0,1,2,0,2,1,3,1,1,1.0,0
334193134,-0.27826956,-0.0036034314,-0.0023462637,0.96049345,0.9999994,5.52e-10,-4.98e-10,0.0010790451,3,36.20480639,138.2529195,44.070393,86.170715,0,2.2379854,4.370538,43.97957,2,0,1.0,0,0,362048064.0,1382529198,49104.04762,86200.04762,0.215428581,1.763516586,1.050904762,1.698047719,0.71,1.2099999,105.0,32.38095238,0.0269047619,0.02538095238,0.009619048667,-0.00980952381,0.0,0,3.0,1.0,14.0,36.2047881,138.2529164,2.0335753,0.2819629,0.18228185,-0.009997261,0.013038626,0,0.007182963,0.004037632,0.0070705083,-0.028624399,0.0045670727,-0.008237397,-0.022344075,0.44273564,0.4329845,-1.0049201,-2.5776136,0.0021580907,44.252674,0.1,0.3528144,0.3911434,0.1400898,0.10406056,1.0,1,1.0,1,2,0,2,1,3,1,1,1.0,0
334198113,-0.27825445,-0.0035610204,-0.0023454414,0.960498,0.9999994,5.52e-10,-4.98e-10,0.0010790451,3,36.20480639,138.2529195,44.070574,86.1708975,0,2.2380502,4.3704592,43.9789225,2,0,1.0,0,0,362048064.0,1382529198,49104.09524,86200.09524,0.2178571519,1.763516671,1.050809524,1.698095338,0.71,1.2099999,105.0,32.76190476,0.02680952381,0.02476190476,0.01023809633,-0.01361904762,0.0,0,3.0,1.0,14.0,36.2047881,138.2529164,2.03365185,0.2820273,0.18210139,-0.009997261,0.013038626,0,0.00648350235,0.0014148205,0.00894880615,-0.0267670145,0.0045670727,-0.008237397,-0.022344075,-0.00540193,0.365576235,-0.243853675,-2.5776924,0.0021580907,44.252674,0.1,0.35322515,0.39026002,0.140308725,0.104022045,1.0,1,1.0,1,2,0,2,1,3,1,1,1.0,0
334203108,-0.278258225,-0.0035833247,-0.00238126155,0.96049675,0.9999994,5.52e-10,-4.98e-10,0.0010790451,3,36.20480639,138.2529195,44.070755,86.17108,0,2.238115,4.3703804,43.978275,2,0,1.0,0,0,362048064.0,1382529198,49104.14286,86200.14286,0.2202857229,1.763516757,1.050714286,1.698142957,0.71,1.2099999,105.0,33.14285714,0.02671428571,0.02414285714,0.010857144,-0.01742857143,0.0,0,3.0,1.0,14.0,36.2047881,138.2529164,2.0337284,0.2820917,0.18192093,-0.009997261,0.013038626,0,0.0057840417,-0.001207991,0.010827104,-0.02490963,0.0045670727,-0.008237397,-0.022344075,-0.4535395,0.29816797,0.51721275,-2.5777712,0.0021580907,44.252674,0.1,0.3536359,0.38937664,0.14052765,0.10398353,1.0,1,1.0,1,2,0,2,1,3,1,1,1.0,0
334248078,-0.278262,-0.003605629,-0.0024170817,0.9604955,0.9999994,5.52e-10,-4.98e-10,0.0010790451,3,36.20480639,138.2529195,44.07211675,86.1725875,0,2.2380767,4.37040455,43.97891775,2,0,1.0,0,0,362048064.0,1382529198,49104.19048,86200.19048,0.2227142938,1.763516843,1.050619048,1.698190576,0.71,1.2099999,105.0,33.52380952,0.02661904762,0.02352380952,0.01147619167,-0.02123809524,0.0,0,3.0,1.0,14.0,36.2047881,138.2529164,2.0342025,0.2826164,0.18065186,-0.009997261,0.013038626,0,0.00468387935,-0.00347804115,0.010691083,-0.024910605,0.0045670727,-0.008237397,-0.022344075,-0.768904,0.01876576,0.800212425,-2.57770215,0.0021580907,44.252674,0.1,0.349175925,0.38904197,0.138063305,0.10330489,1.0,1,1.0,1,2,0,2,1,3,1,1,1.0,0
334293065,-0.27826035,-0.0032782077,-0.0023352955,0.96049726,0.9999994,5.52e-10,-4.98e-10,0.0010790451,3,36.20480639,138.2529196,44.0734785,86.174095,0,2.2380384,4.3704287,43.9795605,2,0,1.0,0,0,362048064.0,1382529198,49104.2381,86200.2381,0.2251428648,1.763516929,1.05052381,1.698238195,0.71,1.2099999,105.0,33.9047619,0.02652380952,0.0229047619,0.01209523933,-0.02504761905,0.0,0,3.0,1.0,14.0,36.2047881,138.2529164,2.0346766,0.2831411,0.17938279,-0.009997261,0.013038626,0,0.003583717,-0.0057480913,0.010555062,-0.02491158,0.0045670727,-0.008237397,-0.022344075,-1.0842685,-0.26063645,1.0832121,-2.5776331,0.0021580907,44.252674,0.1,0.34471595,0.3887073,0.13559896,0.10262625,1.0,1,1.0,1,2,0,2,1,3,1,1,1.0,0
334348055,-0.27829573,-0.0030547406,-0.0022415926,0.96048796,0.9999994,5.52e-10,-4.98e-10,0.0010790451,3,36.20480639,138.2529196,44.07484025,86.1756025,0,2.2380001,4.37045285,43.98020325,2,0,1.0,0,0,362048064.0,1382529198,49104.28571,86200.28571,0.2275714357,1.763517014,1.050428571,1.698285814,0.71,1.2099999,105.0,34.28571429,0.02642857143,0.02228571429,0.012714287,-0.02885714286,0.0,0,3.0,1.0,14.0,36.2047881,138.2529164,2.0340793,0.283618075,0.17792688,-0.009997261,0.013038626,0,-0.0011369685,-0.0054526045,0.0142981715,-0.021113779,0.0045670727,-0.008237397,-0.022344075,-1.48889245,-1.591259075,0.87842695,-2.57764435,0.0021580907,44.252674,0.1,0.348690675,0.38958412,0.13782318,0.10330348,1.0,1,1.0,1,2,0,2,1,3,1,1,1.0,0
334393050,-0.278280705,-0.00310788095,-0.0023603883,0.96049183,0.9999994,5.52e-10,-4.98e-10,0.0010790451,3,36.20480639,138.2529196,44.076202,86.17711,0,2.2379618,4.370477,43.980846,2,0,1.0,0,0,362048064.0,1382529198,49104.33333,86200.33333,0.2300000067,1.7635171,1.050333333,1.698333433,0.71,1.2099999,105.0,34.66666667,0.02633333333,0.02166666667,0.01333333467,-0.03266666667,0.0,0,3.0,1.0,14.0,36.2047881,138.2529164,2.033482,0.28409505,0.17647097,-0.009997261,0.013038626,0,-0.005857654,-0.0051571177,0.018041281,-0.017315978,0.0045670727,-0.008237397,-0.022344075,-1.8935164,-2.9218817,0.6736418,-2.5776556,0.0021580907,44.252674,0.1,0.3526654,0.39046094,0.1400474,0.10398071,1.0,1,1.0,1,2,0,2,1,3,1,1,1.0,0
334398048,-0.27826568,-0.0031610213,-0.002479184,0.9604957,0.9999994,5.52e-10,-4.98e-10,0.0010790451,3,36.20480639,138.2529196,44.07734967,86.17833833,0,2.2379583,4.370467,43.98201783,2,0,1.0,0,0,362048064.0,1382529198,49104.38095,86200.38095,0.2324285776,1.763517186,1.050238095,1.698381052,0.71,1.2099999,105.0,35.04761905,0.02623809524,0.02104761905,0.01395238233,-0.03647619048,0.0,0,3.0,1.0,14.0,36.2047881,138.2529164,2.033233767,0.2843642433,0.17541062,-0.009997261,0.013038626,0,0.001150135,-0.005371374367,0.01318779943,-0.02222173033,0.0045670727,-0.008237397,-0.022344075,-0.4110492,-2.5801889,-0.1552593,-2.577698567,0.0021580907,44.252674,0.1,0.3499713167,0.38965526,0.1385502467,0.1035043333,1.0,1,1.0,1,2,0,2,1,3,1,1,1.0,0
334448041,-0.2782279,-0.003180983,-0.002249477,0.96050715,0.9999994,5.52e-10,-4.98e-10,0.0010790451,3,36.20480639,138.2529196,44.07849733,86.17956667,0,2.2379548,4.370457,43.98318967,2,0,1.0,0,0,362048064.0,1382529198,49104.42857,86200.42857,0.2348571486,1.763517271,1.050142857,1.698428671,0.71,1.2099999,105.0,35.42857143,0.02614285714,0.02042857143,0.01457143,-0.04028571429,0.0,0,3.0,1.0,14.0,36.2047881,138.2529164,2.032985533,0.2846334367,0.17435027,-0.009997261,0.013038626,0,0.008157924,-0.005585631033,0.008334317867,-0.02712748267,0.0045670727,-0.008237397,-0.022344075,1.071418,-2.2384961,-0.9841604,-2.577741533,0.0021580907,44.252674,0.1,0.3472772333,0.38884958,0.1370530933,0.1030279567,1.0,1,1.0,1,2,0,2,1,3,1,1,1.0,0
334493084,-0.278289515,-0.00308821815,-0.00237712615,0.9604893,0.9999994,5.52e-10,-4.98e-10,0.0010790451,3,36.20480639,138.2529196,44.079645,86.180795,0,2.2379513,4.370447,43.9843615,2,0,1.0,0,0,362048064.0,1382529198,49104.47619,86200.47619,0.2372857195,1.763517357,1.050047619,1.69847629,0.71,1.2099999,105.0,35.80952381,0.02604761905,0.01980952381,0.01519047767,-0.0440952381,0.0,0,3.0,1.0,14.0,36.2047881,138.2529164,2.0327373,0.28490263,0.17328992,-0.009997261,0.013038626,0,0.015165713,-0.0057998877,0.0034808363,-0.032033235,0.0045670727,-0.008237397,-0.022344075,2.5538852,-1.8968033,-1.8130615,-2.5777845,0.0021580907,44.252674,0.1,0.34458315,0.3880439,0.13555594,0.10255158,1.0,1,1.0,1,2,0,2,1,3,1,1,1.0,0
