t,anomaly_label
0.0,0
0.11758,0
0.122579,0
0.127578,0
0.177569,0
0.197194,0
0.227559,0
0.272551,0
0.317544,0
0.322543,0
0.377533,0
0.427524,0
0.472516,0
0.527508,0
0.577498,0
0.617492,0
0.62249,0
0.672481,0
0.727472,0
0.777463,0
0.817456,0
0.822455,0
0.877445,0
0.927437,0
0.972428,0
1.001,0
1.017421,0
1.02242,0
1.07741,0
1.127402,0
1.172393,0
1.227384,0
1.277375,0
1.322367,0
1.327366,0
1.372358,0
1.427352,0
1.47734,0
1.517334,0
1.522332,0
1.577322,0
1.627314,0
1.677305,0
1.717298,0
1.722297,0
1.777288,0
1.827322,0
1.87229,0
1.927262,0
1.977252,0
2.000102,0
2.027244,0
2.072236,0
2.127226,0
2.177219,0
2.21721,0
2.22221,0
2.277202,0
2.327191,0
2.377186,0
2.417175,0
2.422174,0
2.477165,0
2.527164,0
2.572148,0
2.627138,0
2.67713,0
2.727121,0
2.772115,0
2.827105,0
2.877095,0
2.917089,0
2.922086,0
2.977078,0
3.004088,0
3.02707,0
3.077067,0
3.117056,0
3.122054,0
3.177042,0
3.227035,0
3.272028,0
3.327017,0
3.377007,0
3.427005,0
3.47199,0
3.526982,0
3.576972,0
3.626965,0
3.676954,0
3.727004,0
3.776957,0
3.816932,0
3.821965,0
3.876919,0
3.92691,0
3.971903,0
4.006042,0
4.026893,0
4.076884,0
4.126876,0
4.171869,0
4.226858,0
4.276849,0
4.32684,0
4.376832,0
4.426823,0
4.476814,0
4.516807,0
4.521806,0
4.576797,0
4.626788,0
4.676779,0
4.726771,0
4.776762,0
4.826753,0
4.871745,0
4.926735,0
4.976726,0
4.999146,0
5.026723,0
5.076716,0
5.1267,0
5.176691,0
5.216685,0
5.221683,0
5.276674,0
5.326666,0
5.376656,0
5.426687,0
5.476693,0
5.526651,0
5.571625,0
5.626613,0
5.676605,0
5.726596,0
5.776587,0
5.826578,0
5.876569,0
5.916562,0
5.921561,0
5.976551,0
6.002068,0
6.026544,0
6.076535,0
6.126525,0
6.176516,0
6.226508,0
6.2715,0
6.32649,0
6.376481,0
6.426472,0
6.476464,0
6.526455,0
6.576446,0
6.616439,0
6.621438,0
6.676429,0
6.726419,0
6.776412,0
6.826402,0
6.876393,0
6.926385,0
6.97138,0
7.003011,0
7.026367,0
7.076383,0
7.12635,0
7.176341,0
7.226332,0
7.276323,0
7.32635,0
7.376315,0
7.4263,0
7.476292,0
7.526286,0
7.576271,0
7.626267,0
7.676253,0
7.726244,0
7.776236,0
7.82623,0
7.876218,0
7.92621,0
7.976201,0
7.997526,0
8.026192,0
8.076185,0
8.126174,0
8.176165,0
8.226157,0
8.276148,0
8.326139,0
8.376131,0
8.426122,0
8.476113,0
8.526104,0
8.576133,0
8.626089,0
8.676078,0
8.726068,0
8.776061,0
8.826052,0
8.876047,0
8.92604,0
8.976025,0
9.003046,0
9.026024,0
9.076008,0
9.126004,0
9.176021,0
9.225983,0
9.275974,0
9.325964,0
9.375955,0
9.425946,0
9.475938,0
9.525929,0
9.57592,0
9.625912,0
9.67592,0
9.725894,0
9.775885,0
9.825877,0
9.875867,0
9.925859,0
9.97585,0
10.001318,0
10.025841,0
10.075877,0
10.125824,0
10.175815,0
10.225812,0
10.275797,0
10.325789,0
10.37578,0
10.425771,0
10.475762,0
10.525754,0
10.575745,0
10.625736,0
10.675727,0
10.725719,0
10.775713,0
10.825701,0
10.875692,0
10.925684,0
10.975723,0
11.005079,0
11.025678,0
11.075656,0
11.125648,0
11.175639,0
11.225632,0
11.275621,0
11.325612,0
11.375604,0
11.425595,0
11.475587,0
11.525578,0
11.575569,0
11.625561,0
11.675551,0
11.725542,0
11.775537,0
11.825525,0
11.875557,0
11.925509,0
11.975498,0
12.002218,0
12.025491,0
12.075481,0
12.125473,0
12.175463,0
12.225455,0
12.275447,0
12.325437,0
12.375428,0
12.42542,0
12.475412,0
12.520403,0
12.525402,0
12.575424,0
12.620387,0
12.625384,0
12.675376,0
12.720368,0
12.725367,0
12.77536,0
12.82035,0
12.825349,0
12.875387,0
12.920352,0
12.925349,0
12.975327,0
13.001653,0
13.020315,0
13.025314,0
13.075305,0
13.120297,0
13.125346,0
13.175287,0
13.22028,0
13.225279,0
13.275274,0
13.320262,0
13.325261,0
13.375252,0
13.420244,0
13.42525,0
13.475235,0
13.520227,0
13.525226,0
13.575217,0
13.620209,0
13.625208,0
13.6752,0
13.720239,0
13.725191,0
13.775182,0
13.820174,0
13.825173,0
13.875165,0
13.920158,0
13.925156,0
13.975148,0
14.000005,0
14.020139,0
14.02514,0
14.075129,0
14.120121,0
14.12512,0
14.175111,0
14.220104,0
14.225103,0
14.275094,0
14.320086,0
14.325085,0
14.375076,0
14.42008,0
14.425068,0
14.475058,0
14.520051,0
14.525053,0
14.575043,0
14.620088,0
14.625086,0
14.675043,0
14.72002,0
14.72501,0
14.77501,0
14.819999,0
14.824998,0
14.87499,0
14.919982,0
14.925007,0
14.974971,0
14.999114,0
15.019963,0
15.024962,0
15.074955,0
15.119945,0
15.124944,0
15.174935,0
15.219927,0
15.22493,0
15.274917,0
15.31991,0
15.324909,0
15.3749,0
15.419892,0
15.424891,0
15.474886,0
15.519874,0
15.524874,0
15.574865,0
15.619857,0
15.624864,0
15.674847,0
15.719839,0
15.724838,0
15.774829,0
15.819822,0
15.824821,0
15.874812,0
15.919809,0
15.924804,0
15.974794,0
16.00322,0
16.019786,0
16.024785,0
16.074779,0
16.119771,0
16.124767,0
16.174758,0
16.219779,0
16.22475,0
16.274741,0
16.319733,0
16.324732,0
16.374733,0
16.419718,0
16.424721,0
16.474748,0
16.519703,0
16.524723,0
16.574687,0
16.61968,0
16.624679,0
16.67467,0
16.719662,0
16.724661,0
16.774652,0
16.819644,0
16.824651,0
16.874635,0
16.919643,0
16.924627,0
16.974617,0
16.999031,0
17.019608,0
17.024608,0
17.074599,0
17.119591,0
17.124591,0
17.174584,0
17.219574,0
17.224573,0
17.274564,0
17.319559,0
17.324555,0
17.374548,0
17.419538,0
17.424537,0
17.474528,0
17.519521,0
17.52452,0
17.574564,0
17.619503,0
17.624502,0
17.674493,0
17.719485,0
17.724487,0
17.774475,0
17.81947,0
17.824467,0
17.874457,0
17.91945,0
17.92445,0
17.97444,0
18.003003,0
18.019432,0
18.024431,0
18.074422,0
18.119414,0
18.124468,0
18.174404,0
18.219397,0
18.224395,0
18.274397,0
18.319405,0
18.324408,0
18.37437,0
18.419361,0
18.424372,0
18.474351,0
18.519343,0
18.524342,0
18.574334,0
18.619325,0
18.624324,0
18.674315,0
18.729305,0
18.774298,0
18.819291,0
18.824299,0
18.874281,0
18.919272,0
18.924271,0
18.974265,0
19.004003,0
19.019254,0
19.024253,0
19.079244,0
19.119237,0
19.124235,0
19.174227,0
19.219221,0
19.224217,0
19.274209,0
19.319201,0
19.3242,0
19.374192,0
19.429181,0
19.474173,0
19.519165,0
19.524167,0
19.574156,0
19.619148,0
19.624151,0
19.674138,0
19.71913,0
19.724129,0
19.779119,0
19.819112,0
19.824111,0
19.874102,0
19.919094,0
19.924093,0
19.974089,0
20.001,0
20.019084,0
20.024075,0
20.074109,0
20.129095,0
20.17406,0
20.219044,0
20.224084,0
20.274032,0
20.319023,0
20.324022,0
20.374014,0
20.419005,0
20.424004,0
20.478994,0
20.518988,0
20.523988,0
20.573979,0
20.618969,0
20.623968,0
20.673959,0
20.718951,0
20.723951,0
20.773942,0
20.828932,0
20.873924,0
20.918916,0
20.923915,0
20.973906,0
20.998075,0
21.018898,0
21.023897,0
21.073889,0
21.11888,0
21.123882,0
21.178869,0
21.218877,0
21.223864,0
21.273853,0
21.318844,0
21.323847,0
21.373834,0
21.418826,0
21.423826,0
21.473817,0
21.528807,0
21.573799,0
21.618791,0
21.62379,0
21.673781,0
21.728771,0
21.773763,0
21.818755,0
21.823755,0
21.878744,0
21.918737,0
21.923736,0
21.973727,0
22.006004,0
22.018723,0
22.023768,0
22.078726,0
22.1187,0
22.123709,0
22.173692,0
22.228685,0
22.273728,0
22.318665,0
22.323665,0
22.373656,0
22.428646,0
22.473638,0
22.51863,0
22.523629,0
22.578619,0
22.618612,0
22.623611,0
22.673602,0
22.718594,0
22.723593,0
22.778583,0
22.818576,0
22.823575,0
22.873567,0
22.928596,0
22.973548,0
23.00608,0
23.018566,0
23.02354,0
23.07353,0
23.128521,0
23.173512,0
23.218504,0
23.223506,0
23.278493,0
23.318487,0
23.323486,0
23.373476,0
23.418468,0
23.423467,0
23.478461,0
