t,mavros-nav_info-roll:field.measured,mavros-nav_info-roll:field.measured_mask,mavros-nav_info-roll:field.measured_med,mavros-nav_info-pitch:field.measured,mavros-nav_info-pitch:field.measured_mask,mavros-nav_info-pitch:field.measured_med,mavros-nav_info-yaw:field.measured,mavros-nav_info-yaw:field.measured_mask,mavros-nav_info-yaw:field.measured_med,mavros-vfr_hud:field.groundspeed,mavros-vfr_hud:field.groundspeed_mask,mavros-vfr_hud:field.groundspeed_med,mavros-vfr_hud:field.heading,mavros-vfr_hud:field.heading_mask,mavros-vfr_hud:field.heading_med,mavros-vfr_hud:field.throttle,mavros-vfr_hud:field.throttle_mask,mavros-vfr_hud:field.throttle_med,mavros-vfr_hud:field.climb,mavros-vfr_hud:field.climb_mask,mavros-vfr_hud:field.climb_med,mavros-vfr_hud:field.altitude,mavros-vfr_hud:field.altitude_mask,mavros-vfr_hud:field.altitude_med,mavros-nav_info-roll:field.measured__sin_med,mavros-nav_info-roll:field.measured__cos_med,mavros-nav_info-pitch:field.measured__sin_med,mavros-nav_info-pitch:field.measured__cos_med,mavros-nav_info-yaw:field.measured__sin_med,mavros-nav_info-yaw:field.measured__cos_med,mavros-vfr_hud:field.heading__sin_med,mavros-vfr_hud:field.heading__cos_med,mavros-nav_info-roll:field.measured__sin_med_mm,mavros-nav_info-roll:field.measured__cos_med_mm,mavros-nav_info-pitch:field.measured__sin_med_mm,mavros-nav_info-pitch:field.measured__cos_med_mm,mavros-nav_info-yaw:field.measured__sin_med_mm,mavros-nav_info-yaw:field.measured__cos_med_mm,mavros-vfr_hud:field.groundspeed_med_mm,mavros-vfr_hud:field.heading__sin_med_mm,mavros-vfr_hud:field.heading__cos_med_mm,mavros-vfr_hud:field.throttle_med_mm,mavros-vfr_hud:field.climb_med_mm,mavros-vfr_hud:field.altitude_med_mm
0.0,6.5542936,0,6.5542936,5.80009,0,5.80009,82.60609,0,82.60609,16.52022,0,16.52022,82.0,0,82.0,0.48,0,0.48,3.5373642,0,3.5373642,391.06,0,391.06,0.114144675,0.9934641,0.10105786,0.99488056,0.99168485,0.12869024,0.99026805,0.1391731,0.57282734,0.98359734,0.718979,0.8753893,0.9958424,0.5643451,0.34680018,0.995134,0.5695866,0.64,0.66540843,0.29721835
6.29425048828125e-05,6.5542936,0,6.5542936,5.80009,0,5.80009,82.60609,0,82.60609,16.52022,0,16.52022,82.0,0,82.0,0.48,0,0.48,3.5373642,0,3.5373642,391.06,0,391.06,0.114144675,0.9934641,0.10105786,0.99488056,0.99168485,0.12869024,0.99026805,0.1391731,0.57282734,0.98359734,0.718979,0.8753893,0.9958424,0.5643451,0.34680018,0.995134,0.5695866,0.64,0.66540843,0.29721835
0.000115156173706,6.5542936,0,6.5542936,5.80009,0,5.80009,82.60609,0,82.60609,16.52022,0,16.52022,82.0,0,82.0,0.48,0,0.48,3.5373642,0,3.5373642,391.06,0,391.06,0.114144675,0.9934641,0.10105786,0.99488056,0.99168485,0.12869024,0.99026805,0.1391731,0.57282734,0.98359734,0.718979,0.8753893,0.9958424,0.5643451,0.34680018,0.995134,0.5695866,0.64,0.66540843,0.29721835
0.006263256072998,6.5542936,0,6.5542936,5.80009,0,5.80009,82.60609,0,82.60609,16.52022,1,16.52022,82.0,1,82.0,0.48,1,0.48,3.5373642,1,3.5373642,391.06,1,391.06,0.114144675,0.9934641,0.10105786,0.99488056,0.99168485,0.12869024,0.99026805,0.1391731,0.57282734,0.98359734,0.718979,0.8753893,0.9958424,0.5643451,0.34680018,0.995134,0.5695866,0.64,0.66540843,0.29721835
0.0085341930389439,6.5542936,0,6.5542936,5.80009,0,5.80009,82.60609,0,82.60609,16.52022,0,16.52022,82.0,0,82.0,0.48,0,0.48,3.5373642,0,3.5373642,391.06,0,391.06,0.114144675,0.9934641,0.10105786,0.99488056,0.99168485,0.12869024,0.99026805,0.1391731,0.57282734,0.98359734,0.718979,0.8753893,0.9958424,0.5643451,0.34680018,0.995134,0.5695866,0.64,0.66540843,0.29721835
0.0108811855316162,6.5542936,0,6.5542936,5.80009,0,5.80009,82.60609,0,82.60609,16.52022,0,16.52022,82.0,0,82.0,0.48,0,0.48,3.5373642,0,3.5373642,391.06,0,391.06,0.114144675,0.9934641,0.10105786,0.99488056,0.99168485,0.12869024,0.99026805,0.1391731,0.57282734,0.98359734,0.718979,0.8753893,0.9958424,0.5643451,0.34680018,0.995134,0.5695866,0.64,0.66540843,0.29721835
0.0149343013763427,6.5542936,1,6.5542936,5.80009,0,5.80009,82.60609,0,82.60609,16.52022,0,16.52022,82.0,0,82.0,0.48,0,0.48,3.5373642,0,3.5373642,391.06,0,391.06,0.114144675,0.9934641,0.10105786,0.99488056,0.99168485,0.12869024,0.99026805,0.1391731,0.57282734,0.98359734,0.718979,0.8753893,0.9958424,0.5643451,0.34680018,0.995134,0.5695866,0.64,0.66540843,0.29721835
0.0156397819519007,6.5542936,0,6.5542936,5.80009,1,5.80009,82.60609,0,82.60609,16.52022,0,16.52022,82.0,0,82.0,0.48,0,0.48,3.5373642,0,3.5373642,391.06,0,391.06,0.114144675,0.9934641,0.10105786,0.99488056,0.99168485,0.12869024,0.99026805,0.1391731,0.57282734,0.98359734,0.718979,0.8753893,0.9958424,0.5643451,0.34680018,0.995134,0.5695866,0.64,0.66540843,0.29721835
0.0156655311584472,6.5542936,0,6.5542936,5.80009,0,5.80009,82.60609,1,82.60609,16.52022,0,16.52022,82.0,0,82.0,0.48,0,0.48,3.5373642,0,3.5373642,391.06,0,391.06,0.114144675,0.9934641,0.10105786,0.99488056,0.99168485,0.12869024,0.99026805,0.1391731,0.57282734,0.98359734,0.718979,0.8753893,0.9958424,0.5643451,0.34680018,0.995134,0.5695866,0.64,0.66540843,0.29721835
0.015709638595581,6.5542936,0,6.5542936,5.80009,0,5.80009,82.60609,0,82.60609,16.52022,0,16.52022,82.0,0,82.0,0.48,0,0.48,3.5373642,0,3.5373642,391.06,0,391.06,0.114144675,0.9934641,0.10105786,0.99488056,0.99168485,0.12869024,0.99026805,0.1391731,0.57282734,0.98359734,0.718979,0.8753893,0.9958424,0.5643451,0.34680018,0.995134,0.5695866,0.64,0.66540843,0.29721835
