t,mavros-nav_info-roll:field.measured,mavros-nav_info-roll:field.measured_mask,mavros-nav_info-roll:field.measured_med,mavros-nav_info-pitch:field.measured,mavros-nav_info-pitch:field.measured_mask,mavros-nav_info-pitch:field.measured_med,mavros-nav_info-yaw:field.measured,mavros-nav_info-yaw:field.measured_mask,mavros-nav_info-yaw:field.measured_med,mavros-vfr_hud:field.groundspeed,mavros-vfr_hud:field.groundspeed_mask,mavros-vfr_hud:field.groundspeed_med,mavros-vfr_hud:field.heading,mavros-vfr_hud:field.heading_mask,mavros-vfr_hud:field.heading_med,mavros-vfr_hud:field.throttle,mavros-vfr_hud:field.throttle_mask,mavros-vfr_hud:field.throttle_med,mavros-vfr_hud:field.climb,mavros-vfr_hud:field.climb_mask,mavros-vfr_hud:field.climb_med,mavros-vfr_hud:field.altitude,mavros-vfr_hud:field.altitude_mask,mavros-vfr_hud:field.altitude_med,mavros-nav_info-roll:field.measured__sin_med,mavros-nav_info-roll:field.measured__cos_med,mavros-nav_info-pitch:field.measured__sin_med,mavros-nav_info-pitch:field.measured__cos_med,mavros-nav_info-yaw:field.measured__sin_med,mavros-nav_info-yaw:field.measured__cos_med,mavros-vfr_hud:field.heading__sin_med,mavros-vfr_hud:field.heading__cos_med,mavros-nav_info-roll:field.measured__sin_med_mm,mavros-nav_info-roll:field.measured__cos_med_mm,mavros-nav_info-pitch:field.measured__sin_med_mm,mavros-nav_info-pitch:field.measured__cos_med_mm,mavros-nav_info-yaw:field.measured__sin_med_mm,mavros-nav_info-yaw:field.measured__cos_med_mm,mavros-vfr_hud:field.groundspeed_med_mm,mavros-vfr_hud:field.heading__sin_med_mm,mavros-vfr_hud:field.heading__cos_med_mm,mavros-vfr_hud:field.throttle_med_mm,mavros-vfr_hud:field.climb_med_mm,mavros-vfr_hud:field.altitude_med_mm
0.0,24.913069,0,24.913069,2.98407,0,2.98407,158.44438,0,158.44438,13.021107,0,13.021107,163.0,0,163.0,0.41,0,0.41,0.5989602,0,0.5989602,390.85,0,390.85,0.42124268,0.906948,0.052058306,0.99864405,0.36740422,-0.93006134,0.2923717,-0.9563047,0.76550615,0.7664742,0.6274131,0.96699524,0.6837021,0.0349693,0.1308523,0.6461859,0.02184765,0.5466667,0.46291032,0.29414368
0.0001130104064941,24.913069,0,24.913069,2.98407,0,2.98407,158.44438,0,158.44438,13.021107,0,13.021107,163.0,0,163.0,0.41,0,0.41,0.5989602,0,0.5989602,390.85,0,390.85,0.42124268,0.906948,0.052058306,0.99864405,0.36740422,-0.93006134,0.2923717,-0.9563047,0.76550615,0.7664742,0.6274131,0.96699524,0.6837021,0.0349693,0.1308523,0.6461859,0.02184765,0.5466667,0.46291032,0.29414368
0.0001289844512939,24.913069,0,24.913069,2.98407,0,2.98407,158.44438,0,158.44438,13.021107,0,13.021107,163.0,0,163.0,0.41,0,0.41,0.5989602,0,0.5989602,390.85,0,390.85,0.42124268,0.906948,0.052058306,0.99864405,0.36740422,-0.93006134,0.2923717,-0.9563047,0.76550615,0.7664742,0.6274131,0.96699524,0.6837021,0.0349693,0.1308523,0.6461859,0.02184765,0.5466667,0.46291032,0.29414368
0.0055873394012451,24.913069,0,24.913069,2.98407,0,2.98407,158.44438,0,158.44438,13.021107,0,13.021107,163.0,0,163.0,0.41,0,0.41,0.5989602,0,0.5989602,390.85,0,390.85,0.42124268,0.906948,0.052058306,0.99864405,0.36740422,-0.93006134,0.2923717,-0.9563047,0.76550615,0.7664742,0.6274131,0.96699524,0.6837021,0.0349693,0.1308523,0.6461859,0.02184765,0.5466667,0.46291032,0.29414368
0.0056536197662353,24.913069,0,24.913069,2.98407,0,2.98407,158.44438,0,158.44438,13.021107,0,13.021107,163.0,0,163.0,0.41,0,0.41,0.5989602,0,0.5989602,390.85,0,390.85,0.42124268,0.906948,0.052058306,0.99864405,0.36740422,-0.93006134,0.2923717,-0.9563047,0.76550615,0.7664742,0.6274131,0.96699524,0.6837021,0.0349693,0.1308523,0.6461859,0.02184765,0.5466667,0.46291032,0.29414368
0.0057234764099156,24.913069,0,24.913069,2.98407,0,2.98407,158.44438,0,158.44438,13.021107,0,13.021107,163.0,0,163.0,0.41,0,0.41,0.5989602,0,0.5989602,390.85,0,390.85,0.42124268,0.906948,0.052058306,0.99864405,0.36740422,-0.93006134,0.2923717,-0.9563047,0.76550615,0.7664742,0.6274131,0.96699524,0.6837021,0.0349693,0.1308523,0.6461859,0.02184765,0.5466667,0.46291032,0.29414368
0.0062594413757288,24.913069,0,24.913069,2.98407,0,2.98407,158.44438,0,158.44438,13.021107,0,13.021107,163.0,0,163.0,0.41,0,0.41,0.5989602,0,0.5989602,390.85,0,390.85,0.42124268,0.906948,0.052058306,0.99864405,0.36740422,-0.93006134,0.2923717,-0.9563047,0.76550615,0.7664742,0.6274131,0.96699524,0.6837021,0.0349693,0.1308523,0.6461859,0.02184765,0.5466667,0.46291032,0.29414368
0.0100383758544886,24.913069,0,24.913069,2.98407,0,2.98407,158.44438,0,158.44438,13.021107,0,13.021107,163.0,0,163.0,0.41,0,0.41,0.5989602,0,0.5989602,390.85,0,390.85,0.42124268,0.906948,0.052058306,0.99864405,0.36740422,-0.93006134,0.2923717,-0.9563047,0.76550615,0.7664742,0.6274131,0.96699524,0.6837021,0.0349693,0.1308523,0.6461859,0.02184765,0.5466667,0.46291032,0.29414368
0.0111167430877685,24.913069,0,24.913069,2.98407,0,2.98407,158.44438,0,158.44438,13.021107,0,13.021107,163.0,0,163.0,0.41,0,0.41,0.5989602,0,0.5989602,390.85,0,390.85,0.42124268,0.906948,0.052058306,0.99864405,0.36740422,-0.93006134,0.2923717,-0.9563047,0.76550615,0.7664742,0.6274131,0.96699524,0.6837021,0.0349693,0.1308523,0.6461859,0.02184765,0.5466667,0.46291032,0.29414368
0.0112907886505126,24.913069,1,24.913069,2.98407,0,2.98407,158.44438,0,158.44438,13.021107,0,13.021107,163.0,0,163.0,0.41,0,0.41,0.5989602,0,0.5989602,390.85,0,390.85,0.42124268,0.906948,0.052058306,0.99864405,0.36740422,-0.93006134,0.2923717,-0.9563047,0.76550615,0.7664742,0.6274131,0.96699524,0.6837021,0.0349693,0.1308523,0.6461859,0.02184765,0.5466667,0.46291032,0.29414368
0.011310338973999,24.913069,0,24.913069,2.98407,1,2.98407,158.44438,0,158.44438,13.021107,0,13.021107,163.0,0,163.0,0.41,0,0.41,0.5989602,0,0.5989602,390.85,0,390.85,0.42124268,0.906948,0.052058306,0.99864405,0.36740422,-0.93006134,0.2923717,-0.9563047,0.76550615,0.7664742,0.6274131,0.96699524,0.6837021,0.0349693,0.1308523,0.6461859,0.02184765,0.5466667,0.46291032,0.29414368
