t,mavros-nav_info-roll:field.measured,mavros-nav_info-roll:field.measured_mask,mavros-nav_info-roll:field.measured_med,mavros-nav_info-pitch:field.measured,mavros-nav_info-pitch:field.measured_mask,mavros-nav_info-pitch:field.measured_med,mavros-nav_info-yaw:field.measured,mavros-nav_info-yaw:field.measured_mask,mavros-nav_info-yaw:field.measured_med,mavros-vfr_hud:field.groundspeed,mavros-vfr_hud:field.groundspeed_mask,mavros-vfr_hud:field.groundspeed_med,mavros-vfr_hud:field.heading,mavros-vfr_hud:field.heading_mask,mavros-vfr_hud:field.heading_med,mavros-vfr_hud:field.throttle,mavros-vfr_hud:field.throttle_mask,mavros-vfr_hud:field.throttle_med,mavros-vfr_hud:field.climb,mavros-vfr_hud:field.climb_mask,mavros-vfr_hud:field.climb_med,mavros-vfr_hud:field.altitude,mavros-vfr_hud:field.altitude_mask,mavros-vfr_hud:field.altitude_med,mavros-nav_info-roll:field.measured__sin_med,mavros-nav_info-roll:field.measured__cos_med,mavros-nav_info-pitch:field.measured__sin_med,mavros-nav_info-pitch:field.measured__cos_med,mavros-nav_info-yaw:field.measured__sin_med,mavros-nav_info-yaw:field.measured__cos_med,mavros-vfr_hud:field.heading__sin_med,mavros-vfr_hud:field.heading__cos_med,mavros-nav_info-roll:field.measured__sin_med_mm,mavros-nav_info-roll:field.measured__cos_med_mm,mavros-nav_info-pitch:field.measured__sin_med_mm,mavros-nav_info-pitch:field.measured__cos_med_mm,mavros-nav_info-yaw:field.measured__sin_med_mm,mavros-nav_info-yaw:field.measured__cos_med_mm,mavros-vfr_hud:field.groundspeed_med_mm,mavros-vfr_hud:field.heading__sin_med_mm,mavros-vfr_hud:field.heading__cos_med_mm,mavros-vfr_hud:field.throttle_med_mm,mavros-vfr_hud:field.climb_med_mm,mavros-vfr_hud:field.altitude_med_mm
0.0,-7.413966,0,-7.413966,-4.863393,0,-4.863393,91.53339,0,91.53339,18.848331,0,18.848331,87.0,0,87.0,0.43,0,0.43,-1.3566536,0,-1.3566536,400.05,0,400.05,-0.12903732,0.99163973,-0.08478033,0.99639964,0.9996419,-0.026759444,0.9986295,0.052335955,0.4202506,0.97901887,0.37170142,0.9123647,0.99982095,0.48662028,0.49047965,0.9993147,0.526168,0.5733333,0.32814053,0.4288435
0.0003173351287841,-7.413966,0,-7.413966,-4.863393,0,-4.863393,91.53339,0,91.53339,18.848331,0,18.848331,87.0,0,87.0,0.43,0,0.43,-1.3566536,0,-1.3566536,400.05,0,400.05,-0.12903732,0.99163973,-0.08478033,0.99639964,0.9996419,-0.026759444,0.9986295,0.052335955,0.4202506,0.97901887,0.37170142,0.9123647,0.99982095,0.48662028,0.49047965,0.9993147,0.526168,0.5733333,0.32814053,0.4288435
0.0003473758697474,-7.413966,0,-7.413966,-4.863393,0,-4.863393,91.53339,0,91.53339,18.848331,0,18.848331,87.0,0,87.0,0.43,0,0.43,-1.3566536,0,-1.3566536,400.05,0,400.05,-0.12903732,0.99163973,-0.08478033,0.99639964,0.9996419,-0.026759444,0.9986295,0.052335955,0.4202506,0.97901887,0.37170142,0.9123647,0.99982095,0.48662028,0.49047965,0.9993147,0.526168,0.5733333,0.32814053,0.4288435
0.0207569599151611,-7.413966,0,-7.413966,-4.863393,0,-4.863393,91.53339,0,91.53339,18.848331,0,18.848331,87.0,0,87.0,0.43,0,0.43,-1.3566536,0,-1.3566536,400.05,0,400.05,-0.12903732,0.99163973,-0.08478033,0.99639964,0.9996419,-0.026759444,0.9986295,0.052335955,0.4202506,0.97901887,0.37170142,0.9123647,0.99982095,0.48662028,0.49047965,0.9993147,0.526168,0.5733333,0.32814053,0.4288435
0.0208213329315185,-7.413966,0,-7.413966,-4.863393,0,-4.863393,91.53339,0,91.53339,18.848331,0,18.848331,87.0,0,87.0,0.43,0,0.43,-1.3566536,0,-1.3566536,400.05,0,400.05,-0.12903732,0.99163973,-0.08478033,0.99639964,0.9996419,-0.026759444,0.9986295,0.052335955,0.4202506,0.97901887,0.37170142,0.9123647,0.99982095,0.48662028,0.49047965,0.9993147,0.526168,0.5733333,0.32814053,0.4288435
0.020909309387207,-7.413966,0,-7.413966,-4.863393,0,-4.863393,91.53339,0,91.53339,18.848331,0,18.848331,87.0,0,87.0,0.43,0,0.43,-1.3566536,0,-1.3566536,400.05,0,400.05,-0.12903732,0.99163973,-0.08478033,0.99639964,0.9996419,-0.026759444,0.9986295,0.052335955,0.4202506,0.97901887,0.37170142,0.9123647,0.99982095,0.48662028,0.49047965,0.9993147,0.526168,0.5733333,0.32814053,0.4288435
0.0400111675262451,-7.413966,0,-7.413966,-4.863393,0,-4.863393,91.53339,0,91.53339,18.848331,0,18.848331,87.0,0,87.0,0.43,0,0.43,-1.3566536,0,-1.3566536,400.05,0,400.05,-0.12903732,0.99163973,-0.08478033,0.99639964,0.9996419,-0.026759444,0.9986295,0.052335955,0.4202506,0.97901887,0.37170142,0.9123647,0.99982095,0.48662028,0.49047965,0.9993147,0.526168,0.5733333,0.32814053,0.4288435
0.0400862693786656,-7.413966,0,-7.413966,-4.863393,0,-4.863393,91.53339,0,91.53339,18.848331,0,18.848331,87.0,0,87.0,0.43,0,0.43,-1.3566536,0,-1.3566536,400.05,0,400.05,-0.12903732,0.99163973,-0.08478033,0.99639964,0.9996419,-0.026759444,0.9986295,0.052335955,0.4202506,0.97901887,0.37170142,0.9123647,0.99982095,0.48662028,0.49047965,0.9993147,0.526168,0.5733333,0.32814053,0.4288435
0.0400927066802978,-7.413966,0,-7.413966,-4.863393,0,-4.863393,91.53339,0,91.53339,18.848331,0,18.848331,87.0,0,87.0,0.43,0,0.43,-1.3566536,0,-1.3566536,400.05,0,400.05,-0.12903732,0.99163973,-0.08478033,0.99639964,0.9996419,-0.026759444,0.9986295,0.052335955,0.4202506,0.97901887,0.37170142,0.9123647,0.99982095,0.48662028,0.49047965,0.9993147,0.526168,0.5733333,0.32814053,0.4288435
0.0410904884338378,-7.413966,0,-7.413966,-4.863393,0,-4.863393,91.53339,0,91.53339,18.848331,0,18.848331,87.0,0,87.0,0.43,0,0.43,-1.3566536,0,-1.3566536,400.05,0,400.05,-0.12903732,0.99163973,-0.08478033,0.99639964,0.9996419,-0.026759444,0.9986295,0.052335955,0.4202506,0.97901887,0.37170142,0.9123647,0.99982095,0.48662028,0.49047965,0.9993147,0.526168,0.5733333,0.32814053,0.4288435
