t,anomaly_label
0.0,0
4.863739013671875e-05,0
0.0084388256072998,0
0.0085148811340332,0
0.0105974674224853,0
0.0106446743011474,0
0.0106611251831054,0
0.0110125541687011,0
0.0149922370910644,0
0.0155544281005859,0
0.0157151222229003,0
0.0160543918609619,0
0.0198931694030761,0
0.0199296474456787,0
0.0348589420318603,0
0.0348639488220214,0
0.0367393493652343,0
0.037034273147583,0
0.0370588302612304,0
0.0370774269104003,0
0.0407888889312744,0
0.0408177375793457,0
0.0582728385925293,0
0.0583610534667968,0
0.0600621700286865,0
0.0605347156524658,0
0.0605649948120117,0
0.061279296875,0
0.0616383552551269,0
0.0622730255126953,0
0.0627586841583252,0
0.062777042388916,0
0.0633008480072021,0
0.0634207725524902,0
0.0801475048065185,0
0.0801830291748046,0
0.0964472293853759,0
0.1003863811492919,0
0.1004302501678466,0
0.1042382717132568,0
0.104482889175415,0
0.1045045852661132,0
0.1045231819152832,0
0.1066005229949951,0
0.1066744327545166,0
0.1069233417510986,0
0.1092047691345214,0
0.1179323196411132,0
0.1208353042602539,0
0.1208670139312744,0
0.1353192329406738,0
0.1353466510772705,0
0.1355443000793457,0
0.1361870765686035,0
0.1401736736297607,0
0.140216588973999,0
0.1403872966766357,0
0.1418890953063964,0
0.141925573348999,0
0.1419410705566406,0
0.1533763408660888,0
0.1535885334014892,0
0.1571762561798095,0
0.1574745178222656,0
0.1584367752075195,0
0.1598608493804931,0
0.1613516807556152,0
0.1613519191741943,0
0.1613862514495849,0
0.1825523376464843,0
0.1826429367065429,0
0.1827280521392822,0
0.1833267211914062,0
0.190727949142456,0
0.190986156463623,0
0.1910135746002197,0
0.1910343170166015,0
0.2017438411712646,0
0.2017858028411865,0
0.2018024921417236,0
0.2183713912963867,0
0.2202374935150146,0
0.2211751937866211,0
0.2212164402008056,0
0.2213752269744873,0
0.2213988304138183,0
0.221468448638916,0
0.2232797145843505,0
0.2233200073242187,0
0.2233870029449463,0
0.2238051891326904,0
0.224025011062622,0
0.2240493297576904,0
0.2270488739013672,0
0.2307231426239013,0
0.2307732105255127,0
0.2341723442077636,0
0.2342655658721923,0
0.2356748580932617,0
0.2378084659576416,0
0.237983226776123,0
0.2379989624023437,0
0.2380132675170898,0
0.2416133880615234,0
0.2416999340057373,0
0.2417159080505371,0
0.2498736381530761,0
0.2518560886383056,0
0.2518830299377441,0
0.2519979476928711,0
0.258190393447876,0
0.2606804370880127,0
0.26070237159729,0
0.2607691287994385,0
0.2812428474426269,0
0.2812478542327881,0
0.2820334434509277,0
0.2820813655853271,0
0.2820990085601806,0
0.2821149826049804,0
0.2821288108825683,0
0.3015675544738769,0
0.3016128540039062,0
0.3016295433044433,0
0.3101370334625244,0
0.3104631900787353,0
0.3105001449584961,0
0.3129920959472656,0
0.3145344257354736,0
0.3218355178833008,0
0.3218376636505127,0
0.3218812942504883,0
0.3280332088470459,0
0.3345723152160644,0
0.3346040248870849,0
0.3346192836761474,0
0.3346345424652099,0
0.336238145828247,0
0.3366832733154297,0
0.3367171287536621,0
0.3414754867553711,0
0.3415133953094482,0
0.3415858745574951,0
0.3503999710083008,0
0.3504385948181152,0
0.3525125980377197,0
0.352550745010376,0
0.353346586227417,0
0.3556628227233886,0
0.3624401092529297,0
0.3624734878540039,0
0.3627800941467285,0
0.3792762756347656,0
0.3838667869567871,0
0.3839039802551269,0
0.3840000629425049,0
0.4020290374755859,0
0.402076244354248,0
0.4021341800689697,0
0.4085023403167724,0
0.4085643291473388,0
0.4085698127746582,0
0.4088475704193115,0
0.4112250804901123,0
0.4112460613250732,0
0.4125740528106689,0
0.4133598804473877,0
0.4265694618225097,0
0.4266152381896972,0
0.4266893863677978,0
0.4394979476928711,0
0.4395434856414795,0
0.442335844039917,0
0.4423696994781494,0
0.4438376426696777,0
0.4477205276489258,0
0.4477832317352295,0
0.4491667747497558,0
0.4491972923278808,0
0.4492120742797851,0
0.4492270946502685,0
0.4492394924163818,0
0.4492566585540771,0
0.4494471549987793,0
0.4511451721191406,0
0.4511775970458984,0
0.4608409404754638,0
0.460853099822998,0
0.4625165462493896,0
0.4625551700592041,0
0.4625685214996338,0
0.4625811576843261,0
0.4625937938690185,0
