t,anomaly_label
0.0,0
4.482269287109375e-05,0
0.0085659027099609,0
0.0182507038116455,0
0.0183830261230468,0
0.0291171073913574,0
0.0292568206787109,0
0.0292835235595703,0
0.0293047428131103,0
0.0313587188720703,0
0.0313634872436523,0
0.0313811302185058,0
0.0393190383911132,0
0.039381980895996,0
0.0519952774047851,0
0.0520012378692626,0
0.0535075664520263,0
0.0535540580749511,0
0.057204246520996,0
0.0572230815887451,0
0.057234764099121,0
0.0584144592285156,0
0.0584769248962402,0
0.0584900379180908,0
0.0584912300109863,0
0.0589106082916259,0
0.0589380264282226,0
0.0590114593505859,0
0.0763871669769287,0
0.0766057968139648,0
0.0766425132751464,0
0.0766599178314209,0
0.0821068286895752,0
0.082202672958374,0
0.0854194164276123,0
0.0854253768920898,0
0.0854406356811523,0
0.0869603157043457,0
0.0892798900604248,0
0.0982851982116699,0
0.0984797477722168,0
0.1091501712799072,0
0.1094586849212646,0
0.1109776496887207,0
0.1110196113586425,0
0.1110374927520752,0
0.1112303733825683,0
0.1150720119476318,0
0.115124225616455,0
0.1151783466339111,0
0.1181778907775878,0
0.1181809902191162,0
0.1221060752868652,0
0.1221520900726318,0
0.1251583099365234,0
0.1251783370971679,0
0.1417036056518554,0
0.1417939662933349,0
0.1419594287872314,0
0.1587057113647461,0
0.1591813564300537,0
0.1593697071075439,0
0.1599147319793701,0
0.1809375286102295,0
0.180983304977417,0
0.1812250614166259,0
0.203279972076416,0
0.2036232948303222,0
0.2036707401275634,0
0.2089142799377441,0
0.2089321613311767,0
0.2089490890502929,0
0.2089669704437255,0
0.2149362564086914,0
0.2149548530578613,0
0.2149958610534668,0
0.2213654518127441,0
0.2231245040893554,0
0.2231545448303222,0
0.2359299659729004,0
0.2414131164550781,0
0.2447288036346435,0
0.2447614669799804,0
0.2460348606109619,0
0.2491626739501953,0
0.2532083988189697,0
0.253655195236206,0
0.2577247619628906,0
0.2580084800720215,0
0.2587752342224121,0
0.2603983879089355,0
0.2611167430877685,0
0.2614190578460693,0
0.2614421844482422,0
0.2616183757781982,0
0.2716121673583984,0
0.2718532085418701,0
0.2718880176544189,0
0.2719056606292724,0
0.2767143249511719,0
0.2767353057861328,0
0.2772979736328125,0
0.2802667617797851,0
0.2802863121032715,0
0.2803013324737549,0
0.2803130149841308,0
0.2807967662811279,0
0.2817132472991943,0
0.282031774520874,0
0.2839281558990478,0
0.2839651107788086,0
0.2842850685119629,0
0.2850871086120605,0
0.301807165145874,0
0.3018295764923095,0
0.3019807338714599,0
0.3105881214141845,0
0.311406135559082,0
0.3117144107818603,0
0.3122146129608154,0
0.3122532367706299,0
0.3125195503234863,0
0.3155505657196045,0
0.316413402557373,0
0.3164587020874023,0
0.3206100463867187,0
0.321216344833374,0
0.3216056823730469,0
0.3427810668945312,0
0.3428611755371094,0
0.3428776264190674,0
0.3602986335754394,0
0.360330581665039,0
0.360579252243042,0
0.3680028915405273,0
0.3680438995361328,0
0.378603458404541,0
0.3786261081695556,0
0.3786866664886474,0
0.3814413547515869,0
0.3814790248870849,0
0.3815898895263672,0
0.3903350830078125,0
0.3903689384460449,0
0.3904478549957275,0
0.3905603885650635,0
0.3917326927185058,0
0.3923935890197754,0
0.3934056758880615,0
0.4018781185150146,0
0.4065921306610107,0
0.4066991806030273,0
0.4067554473876953,0
0.4081916809082031,0
0.4087626934051513,0
0.4087934494018554,0
0.4088480472564697,0
0.421565294265747,0
0.4216094017028808,0
0.4216434955596924,0
0.4281005859375,0
0.4281182289123535,0
0.4288012981414795,0
0.4317610263824463,0
0.4318447113037109,0
0.4326117038726806,0
0.4326329231262207,0
0.4389643669128418,0
0.4410138130187988,0
0.4413464069366455,0
0.4416167736053467,0
0.461618423461914,0
0.4616885185241699,0
0.4617714881896972,0
0.4641940593719482,0
0.464397668838501,0
0.4644269943237304,0
0.4644439220428467,0
0.4811921119689941,0
0.481229305267334,0
0.4812636375427246,0
0.4886658191680908,0
0.4888455867767334,0
0.4888699054718017,0
0.4948463439941406,0
0.5012936592102051,0
0.5013337135314941,0
0.501427173614502,0
0.5073916912078857,0
0.5074119567871094,0
0.51007080078125,0
0.5100972652435303,0
0.5107827186584473,0
0.511803388595581,0
0.5144727230072021,0
0.5144786834716797,0
0.5146443843841553,0
0.5217173099517822,0
0.5217862129211426,0
0.5218548774719238,0
0.5298802852630615,0
0.5299170017242432,0
0.532374382019043,0
0.532433271408081,0
0.5371344089508057,0
0.5372612476348877,0
0.5373325347900391,0
0.5373525619506836,0
0.5375299453735352,0
0.5375485420227051,0
0.537564754486084,0
0.5375816822052002,0
0.5413546562194824,0
0.5413975715637207,0
0.541679859161377,0
0.5444960594177246,0
0.5459928512573242,0
0.5601835250854492,0
0.5602152347564697,0
0.5604166984558105,0
0.5822820663452148,0
0.5825085639953613,0
0.5831944942474365,0
0.5832843780517578,0
0.5833578109741211,0
0.5833771228790283,0
0.5834391117095947,0
0.5861680507659912,0
0.5861871242523193,0
0.5862071514129639,0
0.5889132022857666,0
0.5914239883422852,0
0.5923609733581543,0
0.5955946445465088,0
0.6016056537628174,0
0.601646900177002,0
0.6016695499420166,0
0.6023116111755371,0
0.6216533184051514,0
0.6220293045043945,0
0.6230425834655762,0
0.6308772563934326,0
0.6313538551330566,0
0.6317129135131836,0
0.6317217350006104,0
0.6337952613830566,0
0.6406688690185547,0
0.6406898498535156,0
0.6407840251922607,0
0.6462099552154541,0
0.6468484401702881,0
0.650261402130127,0
0.6502621173858643,0
0.6502764225006104,0
0.6502900123596191,0
0.651369571685791,0
0.6608402729034424,0
0.6608762741088867,0
0.6608994007110596,0
0.6710124015808105,0
0.6711256504058838,0
0.6725287437438965,0
0.6725673675537109,0
0.6739888191223145,0
0.6740703582763672,0
0.6742265224456787,0
0.6821670532226562,0
0.6822030544281006,0
0.682286262512207,0
0.7020473480224609,0
0.702340841293335,0
0.7032723426818848,0
0.7216019630432129,0
0.721602201461792,0
0.7216508388519287,0
0.7247262001037598,0
0.7425193786621094,0
0.7425985336303711,0
0.742624044418335,0
0.7581188678741455,0
0.7581367492675781,0
0.7611184120178223,0
0.7611382007598877,0
0.7611556053161621,0
0.7611570358276367,0
0.7640969753265381,0
0.7642145156860352,0
0.7642402648925781,0
0.7672569751739502,0
0.7673051357269287,0
0.7696921825408936,0
0.7697029113769531,0
0.7703003883361816,0
0.7707293033599854,0
0.7715213298797607,0
0.7715752124786377,0
0.7802145481109619,0
0.7802481651306152,0
0.780261754989624,0
0.8012094497680664,0
0.8012571334838867,0
0.8013238906860352,0
0.8089604377746582,0
