t,mavros-nav_info-roll:field.measured,mavros-nav_info-roll:field.measured_mask,mavros-nav_info-roll:field.measured_med,mavros-nav_info-pitch:field.measured,mavros-nav_info-pitch:field.measured_mask,mavros-nav_info-pitch:field.measured_med,mavros-nav_info-yaw:field.measured,mavros-nav_info-yaw:field.measured_mask,mavros-nav_info-yaw:field.measured_med,mavros-vfr_hud:field.groundspeed,mavros-vfr_hud:field.groundspeed_mask,mavros-vfr_hud:field.groundspeed_med,mavros-vfr_hud:field.heading,mavros-vfr_hud:field.heading_mask,mavros-vfr_hud:field.heading_med,mavros-vfr_hud:field.throttle,mavros-vfr_hud:field.throttle_mask,mavros-vfr_hud:field.throttle_med,mavros-vfr_hud:field.climb,mavros-vfr_hud:field.climb_mask,mavros-vfr_hud:field.climb_med,mavros-vfr_hud:field.altitude,mavros-vfr_hud:field.altitude_mask,mavros-vfr_hud:field.altitude_med,mavros-nav_info-roll:field.measured__sin_med,mavros-nav_info-roll:field.measured__cos_med,mavros-nav_info-pitch:field.measured__sin_med,mavros-nav_info-pitch:field.measured__cos_med,mavros-nav_info-yaw:field.measured__sin_med,mavros-nav_info-yaw:field.measured__cos_med,mavros-vfr_hud:field.heading__sin_med,mavros-vfr_hud:field.heading__cos_med,mavros-nav_info-roll:field.measured__sin_med_mm,mavros-nav_info-roll:field.measured__cos_med_mm,mavros-nav_info-pitch:field.measured__sin_med_mm,mavros-nav_info-pitch:field.measured__cos_med_mm,mavros-nav_info-yaw:field.measured__sin_med_mm,mavros-nav_info-yaw:field.measured__cos_med_mm,mavros-vfr_hud:field.groundspeed_med_mm,mavros-vfr_hud:field.heading__sin_med_mm,mavros-vfr_hud:field.heading__cos_med_mm,mavros-vfr_hud:field.throttle_med_mm,mavros-vfr_hud:field.climb_med_mm,mavros-vfr_hud:field.altitude_med_mm
0.0,8.842009,0,8.842009,-2.1380148,0,-2.1380148,87.765465,0,87.765465,16.953514,0,16.953514,89.0,0,89.0,0.4,0,0.4,-0.5158336,0,-0.5158336,393.78,0,393.78,0.15371035,0.98811597,-0.037306737,0.9993039,0.9992396,0.03899011,0.9998477,0.017452406,0.59765154,0.9701755,0.46041578,0.9830564,0.9996198,0.51949507,0.37354094,0.9999238,0.5087262,0.53333336,0.38608506,0.33704266
5.030632019042969e-05,8.842009,0,8.842009,-2.1380148,0,-2.1380148,87.765465,0,87.765465,16.953514,0,16.953514,89.0,0,89.0,0.4,0,0.4,-0.5158336,0,-0.5158336,393.78,0,393.78,0.15371035,0.98811597,-0.037306737,0.9993039,0.9992396,0.03899011,0.9998477,0.017452406,0.59765154,0.9701755,0.46041578,0.9830564,0.9996198,0.51949507,0.37354094,0.9999238,0.5087262,0.53333336,0.38608506,0.33704266
0.0001072883605957,8.842009,0,8.842009,-2.1380148,0,-2.1380148,87.765465,0,87.765465,16.953514,0,16.953514,89.0,0,89.0,0.4,0,0.4,-0.5158336,0,-0.5158336,393.78,0,393.78,0.15371035,0.98811597,-0.037306737,0.9993039,0.9992396,0.03899011,0.9998477,0.017452406,0.59765154,0.9701755,0.46041578,0.9830564,0.9996198,0.51949507,0.37354094,0.9999238,0.5087262,0.53333336,0.38608506,0.33704266
0.0192472934722864,8.842009,0,8.842009,-2.1380148,0,-2.1380148,87.765465,0,87.765465,16.953514,0,16.953514,89.0,0,89.0,0.4,0,0.4,-0.5158336,0,-0.5158336,393.78,0,393.78,0.15371035,0.98811597,-0.037306737,0.9993039,0.9992396,0.03899011,0.9998477,0.017452406,0.59765154,0.9701755,0.46041578,0.9830564,0.9996198,0.51949507,0.37354094,0.9999238,0.5087262,0.53333336,0.38608506,0.33704266
0.0192918777465784,8.842009,0,8.842009,-2.1380148,0,-2.1380148,87.765465,0,87.765465,16.953514,0,16.953514,89.0,0,89.0,0.4,0,0.4,-0.5158336,0,-0.5158336,393.78,0,393.78,0.15371035,0.98811597,-0.037306737,0.9993039,0.9992396,0.03899011,0.9998477,0.017452406,0.59765154,0.9701755,0.46041578,0.9830564,0.9996198,0.51949507,0.37354094,0.9999238,0.5087262,0.53333336,0.38608506,0.33704266
0.0193865299224889,8.842009,0,8.842009,-2.1380148,0,-2.1380148,87.765465,0,87.765465,16.953514,0,16.953514,89.0,0,89.0,0.4,0,0.4,-0.5158336,0,-0.5158336,393.78,0,393.78,0.15371035,0.98811597,-0.037306737,0.9993039,0.9992396,0.03899011,0.9998477,0.017452406,0.59765154,0.9701755,0.46041578,0.9830564,0.9996198,0.51949507,0.37354094,0.9999238,0.5087262,0.53333336,0.38608506,0.33704266
0.0249254703521728,8.842009,0,8.842009,-2.1380148,0,-2.1380148,87.765465,0,87.765465,16.953514,0,16.953514,89.0,0,89.0,0.4,0,0.4,-0.5158336,0,-0.5158336,393.78,0,393.78,0.15371035,0.98811597,-0.037306737,0.9993039,0.9992396,0.03899011,0.9998477,0.017452406,0.59765154,0.9701755,0.46041578,0.9830564,0.9996198,0.51949507,0.37354094,0.9999238,0.5087262,0.53333336,0.38608506,0.33704266
0.0309948921203684,8.842009,1,8.842009,-2.1380148,0,-2.1380148,87.765465,0,87.765465,16.953514,0,16.953514,89.0,0,89.0,0.4,0,0.4,-0.5158336,0,-0.5158336,393.78,0,393.78,0.15371035,0.98811597,-0.037306737,0.9993039,0.9992396,0.03899011,0.9998477,0.017452406,0.59765154,0.9701755,0.46041578,0.9830564,0.9996198,0.51949507,0.37354094,0.9999238,0.5087262,0.53333336,0.38608506,0.33704266
0.0310139656066859,8.842009,0,8.842009,-2.1380148,1,-2.1380148,87.765465,0,87.765465,16.953514,0,16.953514,89.0,0,89.0,0.4,0,0.4,-0.5158336,0,-0.5158336,393.78,0,393.78,0.15371035,0.98811597,-0.037306737,0.9993039,0.9992396,0.03899011,0.9998477,0.017452406,0.59765154,0.9701755,0.46041578,0.9830564,0.9996198,0.51949507,0.37354094,0.9999238,0.5087262,0.53333336,0.38608506,0.33704266
0.0310745239257812,8.842009,0,8.842009,-2.1380148,0,-2.1380148,87.765465,1,87.765465,16.953514,0,16.953514,89.0,0,89.0,0.4,0,0.4,-0.5158336,0,-0.5158336,393.78,0,393.78,0.15371035,0.98811597,-0.037306737,0.9993039,0.9992396,0.03899011,0.9998477,0.017452406,0.59765154,0.9701755,0.46041578,0.9830564,0.9996198,0.51949507,0.37354094,0.9999238,0.5087262,0.53333336,0.38608506,0.33704266
