t,mavros-nav_info-roll:field.measured,mavros-nav_info-roll:field.measured_mask,mavros-nav_info-roll:field.measured_med,mavros-nav_info-pitch:field.measured,mavros-nav_info-pitch:field.measured_mask,mavros-nav_info-pitch:field.measured_med,mavros-nav_info-yaw:field.measured,mavros-nav_info-yaw:field.measured_mask,mavros-nav_info-yaw:field.measured_med,mavros-vfr_hud:field.groundspeed,mavros-vfr_hud:field.groundspeed_mask,mavros-vfr_hud:field.groundspeed_med,mavros-vfr_hud:field.heading,mavros-vfr_hud:field.heading_mask,mavros-vfr_hud:field.heading_med,mavros-vfr_hud:field.throttle,mavros-vfr_hud:field.throttle_mask,mavros-vfr_hud:field.throttle_med,mavros-vfr_hud:field.climb,mavros-vfr_hud:field.climb_mask,mavros-vfr_hud:field.climb_med,mavros-vfr_hud:field.altitude,mavros-vfr_hud:field.altitude_mask,mavros-vfr_hud:field.altitude_med,mavros-nav_info-roll:field.measured__sin_med,mavros-nav_info-roll:field.measured__cos_med,mavros-nav_info-pitch:field.measured__sin_med,mavros-nav_info-pitch:field.measured__cos_med,mavros-nav_info-yaw:field.measured__sin_med,mavros-nav_info-yaw:field.measured__cos_med,mavros-vfr_hud:field.heading__sin_med,mavros-vfr_hud:field.heading__cos_med,mavros-nav_info-roll:field.measured__sin_med_mm,mavros-nav_info-roll:field.measured__cos_med_mm,mavros-nav_info-pitch:field.measured__sin_med_mm,mavros-nav_info-pitch:field.measured__cos_med_mm,mavros-nav_info-yaw:field.measured__sin_med_mm,mavros-nav_info-yaw:field.measured__cos_med_mm,mavros-vfr_hud:field.groundspeed_med_mm,mavros-vfr_hud:field.heading__sin_med_mm,mavros-vfr_hud:field.heading__cos_med_mm,mavros-vfr_hud:field.throttle_med_mm,mavros-vfr_hud:field.climb_med_mm,mavros-vfr_hud:field.altitude_med_mm
0.0,45.493473,0,45.493473,7.8061175,0,7.8061175,30.318155,0,30.318155,25.47394,0,25.47394,38.0,0,38.0,0.63,0,0.63,3.1788535,0,3.1788535,392.58,0,392.58,0.7131706,0.7009905,0.13582136,0.9907333,0.50480115,0.86323565,0.6156615,0.7880108,0.94866693,0.24959776,0.7839419,0.7744421,0.7524006,0.9316178,0.8993794,0.80783075,0.8940054,0.84,0.64070195,0.31947312
7.796287536621094e-05,45.493473,0,45.493473,7.8061175,0,7.8061175,30.318155,0,30.318155,25.47394,0,25.47394,38.0,0,38.0,0.63,0,0.63,3.1788535,0,3.1788535,392.58,0,392.58,0.7131706,0.7009905,0.13582136,0.9907333,0.50480115,0.86323565,0.6156615,0.7880108,0.94866693,0.24959776,0.7839419,0.7744421,0.7524006,0.9316178,0.8993794,0.80783075,0.8940054,0.84,0.64070195,0.31947312
0.0001463890075683,45.493473,0,45.493473,7.8061175,0,7.8061175,30.318155,0,30.318155,25.47394,0,25.47394,38.0,0,38.0,0.63,0,0.63,3.1788535,0,3.1788535,392.58,0,392.58,0.7131706,0.7009905,0.13582136,0.9907333,0.50480115,0.86323565,0.6156615,0.7880108,0.94866693,0.24959776,0.7839419,0.7744421,0.7524006,0.9316178,0.8993794,0.80783075,0.8940054,0.84,0.64070195,0.31947312
0.0003414154052734,45.493473,0,45.493473,7.8061175,0,7.8061175,30.318155,0,30.318155,25.47394,0,25.47394,38.0,0,38.0,0.63,0,0.63,3.1788535,0,3.1788535,392.58,0,392.58,0.7131706,0.7009905,0.13582136,0.9907333,0.50480115,0.86323565,0.6156615,0.7880108,0.94866693,0.24959776,0.7839419,0.7744421,0.7524006,0.9316178,0.8993794,0.80783075,0.8940054,0.84,0.64070195,0.31947312
0.0004084110260009,45.493473,0,45.493473,7.8061175,0,7.8061175,30.318155,0,30.318155,25.47394,0,25.47394,38.0,0,38.0,0.63,0,0.63,3.1788535,0,3.1788535,392.58,0,392.58,0.7131706,0.7009905,0.13582136,0.9907333,0.50480115,0.86323565,0.6156615,0.7880108,0.94866693,0.24959776,0.7839419,0.7744421,0.7524006,0.9316178,0.8993794,0.80783075,0.8940054,0.84,0.64070195,0.31947312
0.0023584365844726,45.493473,0,45.493473,7.8061175,0,7.8061175,30.318155,0,30.318155,25.47394,0,25.47394,38.0,0,38.0,0.63,0,0.63,3.1788535,0,3.1788535,392.58,0,392.58,0.7131706,0.7009905,0.13582136,0.9907333,0.50480115,0.86323565,0.6156615,0.7880108,0.94866693,0.24959776,0.7839419,0.7744421,0.7524006,0.9316178,0.8993794,0.80783075,0.8940054,0.84,0.64070195,0.31947312
0.0025985240936279,45.493473,0,45.493473,7.8061175,0,7.8061175,30.318155,0,30.318155,25.47394,0,25.47394,38.0,0,38.0,0.63,0,0.63,3.1788535,0,3.1788535,392.58,0,392.58,0.7131706,0.7009905,0.13582136,0.9907333,0.50480115,0.86323565,0.6156615,0.7880108,0.94866693,0.24959776,0.7839419,0.7744421,0.7524006,0.9316178,0.8993794,0.80783075,0.8940054,0.84,0.64070195,0.31947312
0.0033614635467529,45.493473,0,45.493473,7.8061175,0,7.8061175,30.318155,0,30.318155,25.47394,0,25.47394,38.0,0,38.0,0.63,0,0.63,3.1788535,0,3.1788535,392.58,0,392.58,0.7131706,0.7009905,0.13582136,0.9907333,0.50480115,0.86323565,0.6156615,0.7880108,0.94866693,0.24959776,0.7839419,0.7744421,0.7524006,0.9316178,0.8993794,0.80783075,0.8940054,0.84,0.64070195,0.31947312
0.0114767551422119,45.493473,1,45.493473,7.8061175,0,7.8061175,30.318155,0,30.318155,25.47394,0,25.47394,38.0,0,38.0,0.63,0,0.63,3.1788535,0,3.1788535,392.58,0,392.58,0.7131706,0.7009905,0.13582136,0.9907333,0.50480115,0.86323565,0.6156615,0.7880108,0.94866693,0.24959776,0.7839419,0.7744421,0.7524006,0.9316178,0.8993794,0.80783075,0.8940054,0.84,0.64070195,0.31947312
0.0115189552307128,45.493473,0,45.493473,7.8061175,1,7.8061175,30.318155,0,30.318155,25.47394,0,25.47394,38.0,0,38.0,0.63,0,0.63,3.1788535,0,3.1788535,392.58,0,392.58,0.7131706,0.7009905,0.13582136,0.9907333,0.50480115,0.86323565,0.6156615,0.7880108,0.94866693,0.24959776,0.7839419,0.7744421,0.7524006,0.9316178,0.8993794,0.80783075,0.8940054,0.84,0.64070195,0.31947312
