timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter,lat_x,lon_x,alt_x,alt_ellipsoid_x,delta_alt,eph_x,epv_x,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning,time_utc_usec,lat_y,lon_y,alt_y,alt_ellipsoid_y,s_variance_m_s,c_variance_rad,eph_y,epv_y,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,heading_offset,fix_type,vel_ned_valid,satellites_used,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading_y,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid,label
615291088,-0.3393624,-0.010515088,-0.0015138094,0.9405957,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3.0,36.20481548334865,138.252921651707,51.842552,78.01274,-0.0,2.7943752,4.169183,51.755676,2.0,0.0,1.0,0.0,2008095804600204.8,362048146.0,1382529220.0,40981.0,78077.0,0.33900002,0.7568247,1.7530001,3.0740001,0.77,1.35,103.0,24.0,0.036000002,0.011000001,0.035,-0.10300001,1.1893106,0.0,3.0,1.0,12.0,36.204818,138.25291959999998,-0.27983886,0.18408813,-2.8936362,-0.039897293,0.04249571,0.0,0.0061675487,-0.0033848714,-0.012934135,-0.01116185,-0.038354572,0.054698005,-0.03981606,-0.0035868154,-0.015368213,0.03168165,-2.4490294,0.0009503523,48.948917,0.1,0.46744683,0.399478,0.14700958,0.10808412,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0
615353198,-0.3393624,-0.010515088,-0.0015138094,0.9405957,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3.0,36.20481548334865,138.252921651707,51.842552,78.01274,-0.0,2.7943752,4.169183,51.755676,2.0,0.0,1.0,0.0,2008095804628776.5,362048146.0,1382529219.857143,40982.142857142855,78078.14285714286,0.33857145,0.7568248657142858,1.7530001,3.073857257142857,0.77,1.35,103.0,24.0,0.0385714302857142,0.0022857151428571,0.027142857,-0.1014285814285714,1.1893106,0.0,3.0,1.0,12.0,36.204818,138.25291959999998,-0.27983886,0.18408813,-2.8936362,-0.039897293,0.04249571,0.0,0.0061675487,-0.0033848714,-0.012934135,-0.01116185,-0.038354572,0.054698005,-0.03981606,-0.0035868154,-0.015368213,0.03168165,-2.4490294,0.0009503523,48.948917,0.1,0.46744683,0.399478,0.14700958,0.10808412,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0
615358202,-0.33936417,-0.010516652,-0.0015138357,0.94059515,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3.0,36.204815482130776,138.25292165378454,51.842901,78.0130875,0.0,2.7944372,4.16921625,51.755768,2.0,0.0,1.0,0.0,2008095804657348.0,362048146.0,1382529219.7142856,40983.28571428572,78079.28571428571,0.33814288,0.7568250314285714,1.7530001,3.0737144142857145,0.77,1.35,103.0,24.0,0.0411428585714285,-0.0064285707142857,0.019285714,-0.0998571528571428,1.1893106,0.0,3.0,1.0,12.0,36.204818,138.25291959999998,-0.27997428,0.184274535,-2.89398525,-0.039897293,0.04249571,0.0,0.00455026535,-0.00276540605,-0.0124127435,-0.0109357549999999,-0.038354572,0.054698005,-0.03981606,-0.3166442076999999,0.0980541685,0.14297509,-2.44902095,0.0009503523,48.948917,0.1,0.467817185,0.39982825,0.1472315049999999,0.108182235,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0
615363196,-0.339585705,-0.010528932,-0.00151913775,0.940514975,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3.0,36.2048154809129,138.25292165586208,51.84325,78.013435,-0.0,2.7944992,4.1692495,51.75586,2.0,0.0,1.0,0.0,2008095804685919.2,362048146.0,1382529219.5714283,40984.42857142857,78080.42857142857,0.33771431,0.7568251971428571,1.7530001,3.0735715714285714,0.77,1.35,103.0,24.0,0.0437142868571428,-0.0151428565714285,0.011428571,-0.0982857242857142,1.1893106,0.0,3.0,1.0,12.0,36.204818,138.25291959999998,-0.2801097,0.18446094,-2.8943343,-0.039897293,0.04249571,0.0,0.002932982,-0.0021459407,-0.011891352,-0.01070966,-0.038354572,0.054698005,-0.03981606,-0.6297016,0.21147655,0.25426853,-2.4490125,0.0009503523,48.948917,0.1,0.46818754,0.4001785,0.14745343,0.10828035,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0
615403188,-0.33980724,-0.010541212,-0.0015244398,0.9404348,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3.0,36.204815474798586,138.25292166531798,51.84532583333333,78.0157175,0.0,2.7944913333333337,4.169233083333333,51.757735,2.0,0.0,1.0,0.0,2008095804714490.8,362048146.0,1382529219.4285717,40985.57142857143,78081.57142857143,0.33728574,0.7568253628571429,1.7530001,3.073428728571429,0.77,1.35,103.0,24.0,0.0462857151428571,-0.0238571424285714,0.003571428,-0.0967142957142857,1.1893106,0.0,3.0,1.0,12.0,36.204818,138.25291959999998,-0.281054525,0.185898385,-2.89749325,-0.039897293,0.04249571,0.0,0.0057894609999999,-0.00324043035,-0.013892999,-0.0151533585,-0.038354572,0.054698005,-0.03981606,-0.3159466503499999,-0.030933075,0.330307115,-2.4487525,0.0009503523,48.948917,0.1,0.471617995,0.400734875,0.149466925,0.10886443,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0
615453180,-0.33978209,-0.010397663,-0.0015107814,0.94044555,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3.0,36.204815468684274,138.2529216747739,51.84740166666666,78.018,0.0,2.7944834666666667,4.169216666666667,51.75961,2.0,0.0,1.0,0.0,2008095804743062.5,362048146.0,1382529219.2857144,40986.71428571428,78082.71428571429,0.33685717,0.7568255285714286,1.7530001,3.0732858857142857,0.77,1.35,103.0,24.0,0.0488571434285714,-0.0325714282857142,-0.0042857149999999,-0.0951428671428571,1.1893106,0.0,3.0,1.0,12.0,36.204818,138.25291959999998,-0.28199935,0.18733583,-2.9006522,-0.039897293,0.04249571,0.0,0.00864594,-0.00433492,-0.015894646,-0.019597057,-0.038354572,0.054698005,-0.03981606,-0.0021917007,-0.2733427,0.4063457,-2.4484925,0.0009503523,48.948917,0.1,0.47504845,0.40129125,0.15148042,0.10944851,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0
615458179,-0.33975694,-0.010254114,-0.001497123,0.9404563,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3.0,36.20481546256996,138.2529216842298,51.8494775,78.02028250000001,0.0,2.7944756,4.16920025,51.761485,2.0,0.0,1.0,0.0,2008095804771633.2,362048146.0,1382529219.142857,40987.857142857145,78083.85714285714,0.3364286,0.7568256942857142,1.7530001,3.073143042857143,0.77,1.35,103.0,24.0,0.0514285717142857,-0.0412857141428571,-0.012142858,-0.0935714385714285,1.1893106,0.0,3.0,1.0,12.0,36.204818,138.25291959999998,-0.2825467625,0.187889745,-2.90218575,-0.039897293,0.04249571,0.0,0.008072269425,-0.00291537525,-0.0169619872499999,-0.0215959165,-0.038354572,0.054698005,-0.03981606,0.190978811975,-0.210583238,0.2809219415,-2.448477375,0.0009503523,48.948917,0.1,0.4732629925,0.40075428,0.1505188825,0.1091430975,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0
615488043,-0.339406435,-0.0102103015,-0.0015303980499999,0.940583185,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3.0,36.20481545645565,138.2529216936857,51.851553333333335,78.022565,0.0,2.7944677333333336,4.169183833333333,51.76336,2.0,0.0,1.0,0.0,2008095804800204.8,362048146.0,1382529219.0,40989.0,78085.0,0.33600003,0.75682586,1.7530001,3.0730002,0.77,1.35,103.0,24.0,0.054,-0.05,-0.020000001,-0.09200001,1.1893106,0.0,3.0,1.0,12.0,36.204818,138.25291959999998,-0.283094175,0.18844366,-2.9037193,-0.039897293,0.04249571,0.0,0.00749859885,-0.0014958304999999,-0.0180293284999999,-0.023594776,-0.038354572,0.054698005,-0.03981606,0.3841493246499999,-0.147823776,0.155498183,-2.44846225,0.0009503523,48.948917,0.1,0.471477535,0.40021731,0.149557345,0.1088376849999999,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0
615508170,-0.33905593,-0.010166489,-0.0015636731,0.94071007,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3.0,36.204815450341336,138.2529217031416,51.85362916666666,78.02484749999999,0.0,2.7944598666666667,4.169167416666667,51.765235,2.0,0.0,1.0,0.0,2008095804833538.5,362048146.125,1382529219.125,40992.54166666666,78088.54166666667,0.3365416954166667,0.75682605125,1.7529167625,3.0728752,0.77,1.35,103.0,24.125,0.0524583333333333,-0.048625,-0.019166667625,-0.0898333430416666,1.1893106,0.0,3.0,1.0,12.0,36.204818,138.25291959999998,-0.2836415875,0.188997575,-2.90525285,-0.039897293,0.04249571,0.0,0.006924928275,-7.628574999999933e-05,-0.01909666975,-0.0255936355,-0.038354572,0.054698005,-0.03981606,0.577319837325,-0.0850643139999999,0.0300744245,-2.448447125,0.0009503523,48.948917,0.1,0.4696920774999999,0.3996803399999999,0.1485958075,0.1085322725,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0
615553162,-0.33935784,-0.0101839535,-0.00152986995,0.940600985,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3.0,36.20481544422702,138.2529217125975,51.855705,78.02713,-0.0,2.794452,4.169151,51.76711,2.0,0.0,1.0,0.0,2008095804866872.0,362048146.25,1382529219.25,40996.083333333336,78092.08333333333,0.3370833608333333,0.7568262425,1.752833425,3.0727502,0.77,1.35,103.0,24.25,0.0509166666666666,-0.04725,-0.01833333425,-0.0876666760833333,1.1893106,0.0,3.0,1.0,12.0,36.204818,138.25291959999998,-0.284189,0.18955149,-2.9067864,-0.039897293,0.04249571,0.0,0.0063512577,0.001343259,-0.020164011,-0.027592495,-0.038354572,0.054698005,-0.03981606,0.77049035,-0.022304852,-0.095349334,-2.448432,0.0009503523,48.948917,0.1,0.46790662,0.39914337,0.14763427,0.10822686,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0
