Time,u_cmd,position,velocity,accel,torque,current,voltage,fault_flag,fault_strength
0秒,6.18630449293711,0.111695046600913,0.026455857437155,0.0418254802184136,0.0108465690179672,-0.0144662442800546,0.0533424375190398,0,0
0.001秒,6.19705053549442,0.106507056420141,-0.0301440760060363,-0.0670003174046092,0.0306142028933305,-0.00371096055166429,0.0586935039022338,0,0
0.002秒,6.20776168080993,0.120909004086072,0.086715799175949,500,10,20,50,0,0
0.003秒,6.21843796715446,0.0863964841146897,1.97477194009839,500,10,20,50,0,0
0.004秒,6.22907943384031,0.106380417176595,5.60744532475791,500,10,20,50,0,0
0.005秒,6.23968612121898,0.128724687535198,9.32912851815291,500,10,20,50,0,0
0.006秒,6.25025807067888,0.137177059034272,12.5879597374004,500,10,20,50,0,0
0.007秒,6.26079532464301,0.123442446982188,16.0541608345257,500,10,20,50,0,0
0.008秒,6.27129792656666,0.182569677750638,19.2031822493118,500,10,20,50,0,0
0.009秒,6.28176592093495,0.146398943313808,22.3265488734814,500,10,20,50,0,0
0.01秒,6.2921993532605,0.209421546377545,25.3268801251032,500,10,20,50,0,0
0.011秒,6.30259827008092,0.280104847123192,28.0963977267405,500,10,20,50,0,0
0.012秒,6.31296271895635,0.272307753444462,30.8723090738559,500,10,20,50,0,0
0.013秒,6.32329274846696,0.298946662333979,33.5329922344942,500,10,20,50,0,0
0.014秒,6.33358840821042,0.336020684159284,35.9916377752298,500,10,20,50,0,0
0.015秒,6.34384974879927,0.360366330014372,38.3776713960456,500,10,20,50,0,0
0.016秒,6.35407682185837,0.462293527430435,40.7391000700952,500,10,20,50,0,0
0.017秒,6.36426968002223,0.465651416927999,42.8623452634794,500,10,20,50,0,0
0.018秒,6.37442837693236,0.509410789934563,45.0760451935918,500,10,20,50,0,0
0.019秒,6.38455296723453,0.588402619695668,47.0271705886072,500,10,20,50,0,0
0.02秒,6.39464350657608,0.585129425023058,48.8986586852338,500,10,20,50,0,0
