Time,u_cmd,position,velocity,accel,torque,current,voltage,fault_flag,fault_strength
0秒,-5.66590144644981,0.131452312923021,-0.0660611890125376,0.0965865496819469,0.0195462579753954,0.0192320473442434,-0.0422006897986371,0,0
0.001秒,-5.6751040309794,0.0844346062242735,0.0244262832055091,0.00184699016651882,0.0194929046883674,-0.0148547683171524,0.0237969916774189,0,0
0.002秒,-5.684304992743,0.117607437851739,-0.0893458404876594,-500,-10,-20,-50,0,0
0.003秒,-5.69350402525447,0.0993942818563284,-1.76603355528537,-500,-10,-20,-50,0,0
0.004秒,-5.70270082208521,0.0859567930383516,-5.18672420531969,-500,-10,-20,-50,0,0
0.005秒,-5.71189507687727,0.0924521596582115,-8.48768734580251,-500,-10,-20,-50,0,0
0.006秒,-5.72108648335639,0.0860023077964559,-11.6308289677307,-500,-10,-20,-50,0,0
0.007秒,-5.73027473534517,0.0608738037883486,-14.6734828243592,-500,-10,-20,-50,0,0
0.008秒,-5.73945952677606,0.0375979687826793,-17.6273851343065,-500,-10,-20,-50,0,0
0.009秒,-5.74864055170447,0.0183147029595337,-20.372619095426,-500,-10,-20,-50,0,0
0.01秒,-5.75781750432188,-0.0183800261345388,-23.1320823699214,-500,-10,-20,-50,0,0
0.011秒,-5.76699007896883,-0.0286236848573163,-25.8490645767937,-500,-10,-20,-50,0,0
0.012秒,-5.77615797014802,-0.0515658780084017,-28.2877428705927,-500,-10,-20,-50,0,0
0.013秒,-5.78532087253736,-0.0890646050214019,-30.6380016138633,-500,-10,-20,-50,0,0
0.014秒,-5.79447848100298,-0.065305769032851,-32.9134638186555,-500,-10,-20,-50,0,0
0.015秒,-5.8036304906123,-0.166200947916577,-35.0730621821049,-500,-10,-20,-50,0,0
0.016秒,-5.81277659664701,-0.168622574261285,-37.181168111366,-500,-10,-20,-50,0,0
0.017秒,-5.82191649461612,-0.217630130561808,-39.2853382213132,-500,-10,-20,-50,0,0
0.018秒,-5.83104988026892,-0.270016727521524,-41.2400993395207,-500,-10,-20,-50,0,0
0.019秒,-5.84017644960803,-0.286894144191276,-42.997429813646,-500,-10,-20,-50,0,0
0.02秒,-5.84929589890232,-0.345715042946401,-44.8049123275032,-500,-10,-20,-50,0,0
0.021秒,-5.85840792469991,-0.406287674609251,-46.3556801040453,-500,-10,-20,-50,0,0
0.022秒,-5.86751222384111,-0.433492822048522,-48.0089332069466,-500,-10,-20,-50,0,0
0.023秒,-5.8766084934714,-0.497243086973349,-49.3124974283146,-500,-10,-20,-50,0,0
0.024秒,-5.8856964310543,-0.54494061136956,-50.7579559212857,-500,-10,-20,-50,0,0
0.025秒,-5.89477573438433,-0.591000062386591,-52.1838550495894,-500,-10,-20,-50,0,0
0.026秒,-5.9038461015999,-0.670705626921637,-53.3062196436705,-500,-10,-20,-50,0,0
0.027秒,-5.91290723119619,-0.728798621885913,-54.4933948382925,-500,-10,-20,-50,0,0
0.028秒,-5.92195882203802,-0.778309787509813,-55.6229188866257,-500,-10,-20,-50,0,0
0.029秒,-5.9310005733727,-0.834692999003586,-56.7133198335674,-500,-10,-20,-43.9230339092702,0,0
0.03秒,-5.9400321848429,-0.884016014352457,-57.7173726331518,-500,-10,-20,-37.2811479329779,0,0
0.031秒,-5.94905335649943,-0.919470279169112,-58.5055102790543,-500,-10,-20,-31.1074308775465,0,0
0.032秒,-5.95806378881405,-0.973360223209021,-59.3794735739389,-500,-10,-20,-24.9918876511442,0,0
0.033秒,-5.96706318269228,-1.07543139905014,-60.171522132244,-500,-10,-20,-19.1720457197755,0,0
