Time,u_cmd,position,velocity,accel,torque,current,voltage,fault_flag,fault_strength
0秒,10.546457782757,0.105680294547392,0.0379399907436722,-0.00592631432615156,-0.0601922568111395,0.0363588532012066,-0.00528640791319572,0,0
0.001秒,10.5429965629023,0.0814043788475272,-0.044871315399911,0.0755933513766708,-0.0132285507506246,0.0211860648750753,-0.00755641282136593,0,0
0.002秒,10.5394821741496,0.0900142064121054,0.0991624751327037,500,10,20,50,0,0
0.003秒,10.5359144347386,0.090679007365327,3.27020373247182,500,10,20,50,0,0
0.004秒,10.5322931642505,0.112497971518821,9.61553321092023,500,10,20,50,0,0
0.005秒,10.5286181836156,0.138895758593001,15.6901833460859,500,10,20,50,0,0
0.006秒,10.524889315121,0.157544971607923,21.5146113874152,500,10,20,50,0,0
0.007秒,10.521106382419,0.211682619806503,27.238052279215,500,10,20,50,0,0
0.008秒,10.5172692105342,0.206610140906639,32.5708659307708,500,10,20,50,0,0
0.009秒,10.5133776258717,0.281590474796175,37.8250147670287,500,10,20,50,0,0
0.01秒,10.5094314562243,0.267928290175261,42.7688838618714,500,10,20,50,0,0
0.011秒,10.5054305307806,0.326382691509049,47.5289093035156,500,10,20,50,0,0
0.012秒,10.5013746801322,0.373291586150387,52.1742428678497,500,10,20,50,0,0
0.013秒,10.4972637362814,0.464265356459347,56.3505718027872,500,10,20,50,0,0
0.014秒,10.4930975326485,0.491561319836734,60.4805273171894,500,10,20,50,0,0
0.015秒,10.4888759040794,0.578003739281736,64.5231991684295,500,10,20,50,0,0
0.016秒,10.4845986868526,0.624612964497686,68.2924926543648,500,10,20,50,0,0
0.017秒,10.480265718687,0.697305185499458,71.9060369114386,500,10,20,50,0,0
0.018秒,10.4758768387488,0.778608653586141,75.3764328039419,500,10,20,50,0,0
0.019秒,10.4714318876587,0.889203597353878,78.5536816489573,500,10,20,50,0,0
0.02秒,10.4669307074991,0.963404293602603,81.5926347093687,500,10,20,50,0,0
0.021秒,10.4623731418213,1.03917595790332,84.473082078482,500,10,20,50,0,0
0.022秒,10.4577590356524,1.0983563850455,87.2388931550076,500,10,20,50,0,0
0.023秒,10.4530882355022,1.21142460476009,89.8784743105667,500,10,20,50,0,0
0.024秒,10.4483605893705,1.29797298474694,92.3617785357481,500,10,20,50,0,0
0.025秒,10.4435759467535,1.39046561465903,94.5836298987019,500,10,20,50,0,0
0.026秒,10.4387341586508,1.49180268619508,96.6521569039555,500,10,20,50,0,0
0.027秒,10.4338350775723,1.60051506839164,98.7243885517872,500,10,20,46.8959652227023,0,0
0.028秒,10.4288785575446,1.71410818669791,100,500,10,20,33.5697765472077,0,0
0.029秒,10.4238644541182,1.78857546333269,100,500,10,20,20.7977610422157,0,0
0.03秒,10.4187926243733,1.9104994000069,100,500,10,20,8.43307445906808,0,0
0.031秒,10.4136629269271,2.06073459614627,100,500,10,20,-3.23787901959467,0,0
0.032秒,10.4084752219398,2.08460658947365,100,500,10,20,-14.7086831643669,0,0
0.033秒,10.4032293711211,2.20489039657938,100,500,10,20,-25.6344411997425,0,0
0.034秒,10.3979252377369,2.31774352611711,100,500,10,20,-36.229251728207,0,0
0.035秒,10.3925626866151,2.44325461301556,100,500,10,20,-46.2883180601958,0,0
0.036秒,10.3871415841522,2.54544137034987,100,500,10,20,-50,0,0
0.037秒,10.3816617983193,2.69288382050793,100,500,10,20,-50,0,0
0.038秒,10.3761231986687,2.75483887948406,100,500,10,20,-50,0,0
0.039秒,10.3705256563391,2.87547592091809,100,499.529033486903,10,20,-50,0,0
0.04秒,10.3648690440626,2.99789939031599,100,407.982217940391,10,20,-50,0,0
0.041秒,10.3591532361699,3.1070298746228,100,319.588241212876,10,20,-50,0,0
0.042秒,10.3533781085966,3.20596641766749,100,234.276440307619,10,20,-50,0,0
0.043秒,10.3475435388889,3.3286461717742,100,152.118703800197,10,20,-50,0,0
0.044秒,10.3416494062097,3.4633499043519,100,72.4279400911942,10,20,-50,0,0
0.045秒,10.3356955913437,3.60216762240792,100,-3.95190475457105,10,20,-50,0,0
0.046秒,10.3296819767037,3.69179573168732,100,-77.9146266222748,9.49214307968172,20,-50,0,0
0.047秒,10.3236084463357,3.78774358578567,100,-149.021469614277,8.0748725329573,20,-50,0,0
0.048秒,10.3174748859249,3.88259433044136,100,-217.553913609682,6.77062554618188,20,-50,0,0
0.049秒,10.3112811828008,4.0274290992181,100,-283.41104162311,5.46506984510702,20,-50,0,0
0.05秒,10.305027225943,4.12043818530077,100,-346.680559631338,4.21390314263032,20,-50,0,0
0.051秒,10.2987129059862,4.23472982047721,100,-407.27588768829,3.05619328213766,20,-50,0,0
0.052秒,10.2923381152256,4.41627780389222,100,-465.40097157692,1.87037191382743,15.8512110384916,-50,0,0
0.053秒,10.2859027476223,4.48283611004422,100,-500,0.81906918923952,6.63822058340458,-50,0,0
0.054秒,10.2794066988085,4.63110837828378,100,-500,-0.282647768532693,-2.19032517272596,-50,0,0
0.055秒,10.2728498660923,4.7349883620815,100,-500,-1.32879922456217,-10.67761900959,-50,0,0
0.056秒,10.266232148463,4.85171324260523,100,-500,-2.22307365718858,-18.8787739313546,-50,0,0
0.057秒,10.2595534465962,4.92053684417355,100,-500,-3.09998232498421,-20,-50,0,0
0.058秒,10.2528136628584,5.03208350929271,100,-500,-4.12969807850055,-20,-50,0,0
0.059秒,10.2460127013121,5.1340969381111,100,-500,-4.94359230457759,-20,-50,0,0
0.06秒,10.2391504677207,5.26277793732658,100,-500,-5.79019579073002,-20,-50,0,0
0.061秒,10.232226869553,5.34370284209373,100,-500,-6.62459376606115,-20,-50,0,0
0.062秒,10.2252418159879,5.45778557769233,100,-500,-7.31590387487291,-20,-50,0,0
0.063秒,10.2181952179192,5.56940392319772,100,-500,-8.08848960131598,-20,-50,0,0
0.064秒,10.2110869879603,5.68114781700615,100,-500,-8.76516396206055,-20,-50,0,0
0.065秒,10.203917040448,5.78080819535707,100,-500,-9.42383217132063,-20,-50,0,0
0.066秒,10.1966852914477,5.86904578407672,100,-500,-10,-20,-50,0,0
0.067秒,10.1893916587573,6.00058729391472,100,-500,-10,-20,-50,0,0
0.068秒,10.1820360619118,6.09308097520488,100,-500,-10,-20,-50,0,0
0.069秒,10.1746184221872,6.20279230615799,99.1489176966986,-500,-10,-20,-50,0,0
0.07秒,10.167138662605,6.2815819637205,98.1086637434894,-500,-10,-20,-50,0,0
0.071秒,10.1595967079361,6.37812316532762,96.9368051363297,-500,-10,-20,-50,0,0
0.072秒,10.1519924847048,6.47200624108828,95.7361152458396,-500,-10,-20,-50,0,0
0.073秒,10.1443259211931,6.5295018019664,94.5645626756923,-500,-10,-20,-50,0,0
0.074秒,10.1365969474441,6.66579492974462,93.2909337441154,-500,-10,-20,-50,0,0
0.075秒,10.1288054952665,6.73409656881991,92.1452985441143,-500,-10,-20,-50,0,0
0.076秒,10.1209514982376,6.82110649829479,90.8279418731304,-500,-10,-20,-50,0,0
0.077秒,10.1130348917078,6.93738464447577,89.6071665820653,-500,-10,-20,-50,0,0
0.078秒,10.1050556128037,7.0369923682826,88.189506202243,-500,-10,-20,-50,0,0
0.079秒,10.0970136004317,7.12571741308079,86.9414542093245,-500,-10,-20,-50,0,0
0.08秒,10.0889087952821,7.20966758419147,85.7178713722767,-500,-10,-20,-50,0,0
0.081秒,10.0807411398317,7.30369580386632,84.3549359437022,-500,-10,-20,-50,0,0
0.082秒,10.0725105783479,7.32242386057003,83.0691227369275,-500,-10,-20,-50,0,0
