Time,u_cmd,position,velocity,accel,torque,current,voltage,fault_flag,fault_strength
0秒,9.24706046774434,0.095811913888981,-0.0639430858032768,-0.0910342221544704,0.0324148128238159,-0.0111015823832899,0.0752693003389261,0,0
0.001秒,9.26239953755871,0.039084882057803,-0.0590723218474177,-0.0465143926045361,0.00197046791476098,-0.0454695867379986,-0.00251729667748319,0,0
0.002秒,9.27774473021731,0.101939565161547,-0.00175201232564658,500,10,20,50,0,0
0.003秒,9.29309573279093,0.109072848974501,2.88315600182129,500,10,20,50,0,0
0.004秒,9.30845223176272,0.117859134374534,8.44192326326232,500,10,20,50,0,0
0.005秒,9.32381391303901,0.115255840868035,13.78556101951,500,10,20,50,0,0
0.006秒,9.33918046196014,0.133378055866986,18.9998129086662,500,10,20,50,0,0
0.007秒,9.35455156331128,0.21423680459187,24.0323811453996,500,10,20,50,0,0
0.008秒,9.36992690133339,0.216668345462635,28.8014955780036,500,10,20,50,0,0
0.009秒,9.38530615973408,0.240529560676758,33.3455501124377,500,10,20,50,0,0
0.01秒,9.40068902169855,0.287613469733637,37.8011593518097,500,10,20,50,0,0
0.011秒,9.41607516990054,0.318370467521921,42.0555225916042,500,10,20,50,0,0
0.012秒,9.43146428651329,0.380826634562421,46.2196934672719,500,10,20,50,0,0
0.013秒,9.44685605322061,0.395352253613243,50.0730016498241,500,10,20,50,0,0
0.014秒,9.46225015122779,0.465376268105058,53.7868032053941,500,10,20,50,0,0
0.015秒,9.4776462612727,0.516098869357398,57.3404579798226,500,10,20,50,0,0
0.016秒,9.49304406363687,0.579186999787269,60.8061013094541,500,10,20,50,0,0
0.017秒,9.50844323815651,0.619922020418608,64.033805930372,500,10,20,50,0,0
0.018秒,9.52384346423364,0.716724485183942,67.1582174154453,500,10,20,50,0,0
0.019秒,9.53924442084721,0.786803805604486,70.1495836085672,500,10,20,50,0,0
0.02秒,9.55464578656423,0.857956230618991,72.9842638025104,500,10,20,50,0,0
0.021秒,9.57004723955091,0.921111321643394,75.6671920592258,500,10,20,50,0,0
0.022秒,9.58544845758385,0.9931029711516,78.270142409444,500,10,20,50,0,0
0.023秒,9.60084911806121,1.07525095777434,80.6768084772728,500,10,20,50,0,0
0.024秒,9.61624889801395,1.14605357369584,83.0192156688986,500,10,20,50,0,0
0.025秒,9.631647474117,1.28683905444713,85.1373249964829,500,10,20,50,0,0
0.026秒,9.64704452270053,1.36613396820942,87.1515976843021,500,10,20,50,0,0
0.027秒,9.66243971976122,1.43117597711973,89.0599776756239,500,10,20,50,0,0
0.028秒,9.67783274097347,1.52309615684233,90.9698961977615,500,10,20,50,0,0
0.029秒,9.69322326170075,1.64204925815628,92.5906646946465,500,10,20,50,0,0
0.03秒,9.70861095700685,1.7190120613007,94.1608081005181,500,10,20,50,0,0
0.031秒,9.72399550166721,1.81300623331074,95.6417994550328,500,10,20,50,0,0
0.032秒,9.73937657018023,1.92230961114842,97.0977648989176,500,10,20,42.5134058676991,0,0
0.033秒,9.75475383677863,2.01018978416748,98.335184977054,500,10,20,33.0889128827092,0,0
0.034秒,9.77012697544079,2.0862076052986,99.5096390416682,500,10,20,24.0514319856307,0,0
0.035秒,9.78549565990209,2.19388845756499,100,500,10,20,15.2581495782951,0,0
0.036秒,9.80085956366633,2.28974983003419,100,500,10,20,6.89223403170081,0,0
0.037秒,9.81621836001706,2.39651330506848,100,500,10,20,-1.15562651888868,0,0
0.038秒,9.83157172202901,2.51781327684606,100,500,10,20,-8.92911218186134,0,0
0.039秒,9.84691932257949,2.62249470002874,100,500,10,20,-16.340034835429,0,0
0.04秒,9.86226083435981,2.69774679609948,100,500,10,20,-23.5152884632662,0,0
0.041秒,9.87759592988668,2.84295936712449,100,495.384083147209,10,20,-30.2472275561593,0,0
0.042秒,9.89292428151368,2.91554294257378,100,421.666639195812,10,20,-36.606131782251,0,0
0.043秒,9.90824556144267,3.03235279708281,100,350.396421415169,10,20,-42.8227237406006,0,0
0.044秒,9.92355944173526,3.13997468873145,100,281.624055889219,10,20,-48.680306863004,0,0
0.045秒,9.93886559432426,3.23285528921688,100,215.211643463855,10,20,-50,0,0
0.046秒,9.95416369102516,3.37709495522151,100,150.79215392122,10,20,-50,0,0
0.047秒,9.96945340354757,3.41251844673828,100,89.0931073121788,10,20,-50,0,0
0.048秒,9.98473440350674,3.56511487992849,100,29.3967303931591,10,20,-50,0,0
0.049秒,10.000006362435,3.70366782876298,100,-28.3444211372495,9.88646889172088,20,-50,0,0
0.05秒,10.0152689517933,3.82278771059258,100,-83.5896624006009,8.82872830281302,20,-50,0,0
0.051秒,10.0305218429827,3.91720174615788,100,-136.855683723564,7.78124802253145,20,-50,0,0
0.052秒,10.0457647073558,4.01763425492579,100,-188.195029233786,6.75936241938352,20,-50,0,0
0.053秒,10.0609972162282,4.13532687985791,100,-237.561986502791,5.86926838436289,20,-50,0,0
0.054秒,10.0762190408903,4.23841039067584,100,-284.85655177223,4.92022694108345,20,-50,0,0
0.055秒,10.0914298526186,4.29777979216387,100,-330.293812861562,4.05817599534459,20,-50,0,0
0.056秒,10.106629322687,4.41579061198767,100,-373.823495355932,3.17245948434388,20,-50,0,0
0.057秒,10.1218171223788,4.52608240917144,100,-415.592827018156,2.38956159948121,19.8107249716121,-50,0,0
0.058秒,10.1369929229978,4.63367604338321,100,-455.375606701574,1.56222589766396,13.2845970098396,-50,0,0
0.059秒,10.1521563958799,4.73066174671149,100,-493.628593030213,0.88735187428047,7.04306851334503,-50,0,0
0.06秒,10.1673072124051,4.87450496220522,100,-500,0.141576098039294,0.995780570491711,-50,0,0
0.061秒,10.1824450440081,4.93552782156596,100,-500,-0.564430038244333,-4.74154979026157,-50,0,0
0.062秒,10.1975695621906,5.03914150675299,100,-500,-1.21114840601357,-10.2262976398689,-50,0,0
0.063秒,10.2126804385327,5.17125328280602,100,-500,-1.89243799148502,-15.4987061898004,-50,0,0
0.064秒,10.227777344704,5.2364292751662,100,-500,-2.45581251789344,-20,-50,0,0
0.065秒,10.2428599524755,5.33541518795512,100,-500,-3.04027922585072,-20,-50,0,0
0.066秒,10.2579279337312,5.43664056675557,100,-500,-3.56473298562977,-20,-50,0,0
0.067秒,10.2729809604792,5.56005640012788,99.9476101053351,-500,-4.10082500111789,-20,-50,0,0
0.068秒,10.2880187048635,5.63780566292002,99.0886035445244,-500,-4.65107173015093,-20,-50,0,0
0.069秒,10.3030408391756,5.76522030033078,98.4380286746436,-500,-5.09997286216307,-20,-50,0,0
0.07秒,10.3180470358656,5.86936718890186,97.6366314806136,-500,-5.53484590032919,-20,-50,0,0
0.071秒,10.3330369675543,5.94306151282396,96.8065122939326,-500,-5.93950452943418,-20,-50,0,0
0.072秒,10.3480103070441,6.09409150138184,95.9673200881034,-500,-6.33334733621407,-20,-50,0,0
0.073秒,10.3629667273308,6.17034346677171,95.068952921446,-500,-6.72376092211282,-20,-50,0,0
0.074秒,10.3779059016153,6.22818465872301,94.2532096600051,-500,-7.03330196004647,-20,-50,0,0
0.075秒,10.3928275033145,6.33662388052602,93.4239144007125,-500,-7.46616522099364,-20,-50,0,0
0.076秒,10.4077312060732,6.38825562622008,92.4349108440542,-500,-7.69836961110208,-20,-50,0,0
0.077秒,10.4226166837757,6.49593057901784,91.6170147554605,-500,-8.09451365642365,-20,-50,0,0
0.078秒,10.4374836105568,6.59410165237047,90.5955297868655,-500,-8.28947526255585,-20,-50,0,0
0.079秒,10.4523316608136,6.67271616602233,89.6838898583349,-500,-8.61210212714489,-20,-50,0,0
0.08秒,10.4671605092168,6.76188601757296,88.784564018113,-500,-8.82538001849261,-20,-50,0,0
0.081秒,10.4819698307223,6.88852797480824,87.8236537358361,-500,-9.03365902723592,-20,-50,0,0
0.082秒,10.4967593005824,6.96673875128664,86.789445712761,-500,-9.22302105582978,-20,-50,0,0
0.083秒,10.5115285943574,7.0599311706333,85.817764919089,-500,-9.43953733405081,-20,-50,0,0
0.084秒,10.5262773879269,7.1196111540337,84.9135198447296,-500,-9.62271980095224,-20,-50,0,0
0.085秒,10.5410053575015,7.22115267596959,83.8062344168101,-500,-9.75124741686857,-20,-50,0,0
0.086秒,10.5557121796337,7.29349526113323,82.8120877175419,-500,-9.8797550615978,-20,-50,0,0
0.087秒,10.5703975312297,7.37912177851175,81.860126282889,-500,-10,-20,-50,0,0
0.088秒,10.5850610895603,7.46312554027825,80.8012686207818,-500,-10,-20,-50,0,0
0.089秒,10.5997025322731,7.53510989770705,79.7153680953103,-500,-10,-20,-50,0,0
0.09秒,10.6143215374028,7.609506866495,78.7466925003945,-500,-10,-20,-50,0,0
0.091秒,10.6289177833834,7.68199628816193,77.7471594310856,-500,-10,-20,-50,0,0
0.092秒,10.643490949059,7.75489388365723,76.781009824314,-500,-10,-20,-50,0,0
0.093秒,10.6580407136953,7.84649990140227,75.6591856070211,-500,-10,-20,-50,0,0
