Time,u_cmd,position,velocity,accel,torque,current,voltage,fault_flag,fault_strength
0秒,-6.34079004154227,0.0998166183413806,0.0447933484622867,0.0910978741112914,-0.000409516270685424,-0.0472396845944079,0.0251177128139654,0,0
0.001秒,-6.34097055063911,0.12243084003457,-0.0111321879652012,0.128460765886179,-0.042936609821889,-0.019181577459482,0.0310636005288106,0,0
0.002秒,-6.34113119359762,0.103436575818591,-0.0443285084048672,-500,-10,-20,-50,0,0
0.003秒,-6.3412721057485,0.105222618625429,-2.00027768025448,-500,-10,-20,-50,0,0
0.004秒,-6.34139342337608,0.113863515375398,-5.79431220362371,-500,-10,-20,-50,0,0
0.005秒,-6.34149528371327,0.101748050296473,-9.45832993627115,-500,-10,-20,-50,0,0
0.006秒,-6.34157782493647,0.0772329296863466,-12.9710815852458,-500,-10,-20,-50,0,0
0.007秒,-6.34164118616037,0.0301982257409192,-16.4142604049749,-500,-10,-20,-50,0,0
0.008秒,-6.34168550743282,0.0312316746776246,-19.4851807841574,-500,-10,-20,-50,0,0
0.009秒,-6.34171092972959,0.0170095955949943,-22.7826893924959,-500,-10,-20,-50,0,0
0.01秒,-6.34171759494905,0.0130224070599327,-25.7884759038227,-500,-10,-20,-50,0,0
0.011秒,-6.34170564590695,-0.0308632225858553,-28.6263508232566,-500,-10,-20,-50,0,0
0.012秒,-6.34167522633101,-0.0703679701187694,-31.2763667035091,-500,-10,-20,-50,0,0
0.013秒,-6.34162648085559,-0.0976527160848237,-34.0840388625202,-500,-10,-20,-50,0,0
0.014秒,-6.3415595550162,-0.133684574286795,-36.497089714988,-500,-10,-20,-50,0,0
0.015秒,-6.3414745952441,-0.194852800804368,-38.8977605705644,-500,-10,-20,-50,0,0
0.016秒,-6.34137174886081,-0.225110257156938,-41.2137542247259,-500,-10,-20,-50,0,0
0.017秒,-6.34125116407249,-0.2801385755822,-43.3687197116049,-500,-10,-20,-50,0,0
0.018秒,-6.34111298996446,-0.348544714511198,-45.4111823393889,-500,-10,-20,-50,0,0
0.019秒,-6.34095737649556,-0.347910668105152,-47.3756885077119,-500,-10,-20,-50,0,0
0.02秒,-6.34078447449246,-0.387779719756574,-49.3226614980754,-500,-10,-20,-50,0,0
0.021秒,-6.34059443564404,-0.43754181341328,-51.0847094623058,-500,-10,-20,-50,0,0
0.022秒,-6.34038741249561,-0.477203876858296,-52.6611416465673,-500,-10,-20,-50,0,0
0.023秒,-6.34016355844321,-0.585039276342214,-54.2944383052252,-500,-10,-20,-50,0,0
0.024秒,-6.33992302772777,-0.643327835326288,-55.7341512054067,-500,-10,-20,-50,0,0
0.025秒,-6.33966597542927,-0.684718111199665,-57.1684351615032,-500,-10,-20,-50,0,0
0.026秒,-6.33939255746093,-0.741578827860634,-58.5577550631686,-500,-10,-20,-43.6900838312547,0,0
0.027秒,-6.33910293056325,-0.782853317138131,-59.6591119445963,-500,-10,-20,-35.5541900533036,0,0
0.028秒,-6.3387972522981,-0.858210808734809,-60.7707768459755,-500,-10,-20,-27.5441440089122,0,0
0.029秒,-6.33847568104276,-0.93418796009491,-61.8766783855536,-500,-10,-20,-19.8975938827957,0,0
0.03秒,-6.33813837598386,-0.988880920434612,-62.8467406799697,-500,-10,-20,-12.5629190801229,0,0
0.031秒,-6.33778549711139,-1.04798206012713,-63.7318507025257,-500,-10,-20,-5.4475655006236,0,0
0.032秒,-6.33741720521261,-1.10365415160742,-64.4879052774745,-500,-10,-20,1.33094000319921,0,0
0.033秒,-6.3370336618659,-1.17994701327134,-65.3163480688638,-500,-10,-20,7.94346141285935,0,0
0.034秒,-6.33663502943469,-1.23604730406449,-66.2148157730989,-500,-10,-20,14.1465828839332,0,0
0.035秒,-6.33622147106119,-1.35096352930901,-66.6850974386685,-500,-10,-20,20.2313647327072,0,0
0.036秒,-6.33579315066026,-1.36693785097924,-67.2994553687851,-500,-10,-20,25.8560949559818,0,0
